batch,n_tokens,loss_L0_age_bin,train_acc_L0_age_bin,loss_L0_gender,train_acc_L0_gender,loss_L0_star_sign,train_acc_L0_star_sign,loss_L6_age_bin,train_acc_L6_age_bin,loss_L6_gender,train_acc_L6_gender,loss_L6_star_sign,train_acc_L6_star_sign,loss_L12_age_bin,train_acc_L12_age_bin,loss_L12_gender,train_acc_L12_gender,loss_L12_star_sign,train_acc_L12_star_sign,loss_L18_age_bin,train_acc_L18_age_bin,loss_L18_gender,train_acc_L18_gender,loss_L18_star_sign,train_acc_L18_star_sign,loss_L24_age_bin,train_acc_L24_age_bin,loss_L24_gender,train_acc_L24_gender,loss_L24_star_sign,train_acc_L24_star_sign
833,2400,1.09604,0.3741,0.69748,0.51734,2.62357,0.09002,1.02227,0.45367,0.63142,0.57919,2.65367,0.08966,1.05052,0.43684,0.63729,0.56857,2.59815,0.08981,1.00292,0.48481,0.61,0.59423,2.58833,0.0945,0.99368,0.49395,0.60818,0.60666,2.58615,0.09912
834,2400,1.11684,0.37411,0.69753,0.51735,2.63879,0.09002,0.96018,0.45373,0.62489,0.57927,2.62301,0.08968,0.9754,0.43693,0.61986,0.56868,2.65643,0.08982,0.88903,0.48486,0.59142,0.59434,2.62949,0.09452,0.90486,0.49399,0.61316,0.60673,2.64167,0.09915
835,2400,1.08861,0.37411,0.69471,0.51736,2.65172,0.09001,0.95299,0.45381,0.66286,0.5793,2.65753,0.08968,0.99914,0.43696,0.68135,0.56868,2.60749,0.08986,0.88364,0.48498,0.65976,0.59436,2.63129,0.09454,0.88685,0.49406,0.67362,0.60672,2.63325,0.09917
836,2400,1.08587,0.37418,0.7026,0.51736,2.63519,0.09004,0.97924,0.45384,0.65864,0.57934,2.63206,0.08969,1.02511,0.43699,0.65321,0.56873,2.58916,0.08987,0.95032,0.48498,0.63757,0.59442,2.64495,0.09453,0.97288,0.49403,0.63145,0.60678,2.57601,0.09919
837,2400,1.16328,0.3741,0.70378,0.51738,2.65357,0.09002,1.01462,0.45391,0.69765,0.57934,2.63382,0.0897,1.08356,0.43699,0.70394,0.56872,2.67591,0.08987,0.98831,0.48501,0.70633,0.59439,2.68296,0.09452,0.99711,0.49403,0.70953,0.60673,2.62716,0.0992
838,2400,1.10281,0.37415,0.70549,0.51736,2.66828,0.09003,1.03377,0.4539,0.65716,0.57938,2.59823,0.08973,1.0321,0.43699,0.65977,0.56878,2.6567,0.08989,0.98338,0.48502,0.63257,0.59446,2.64201,0.09453,0.99101,0.49403,0.6375,0.60677,2.62428,0.09922
839,2400,1.12354,0.37413,0.69912,0.51738,2.63972,0.09005,1.02607,0.45391,0.63259,0.57945,2.64552,0.08973,1.00664,0.43702,0.62569,0.56888,2.64345,0.0899,0.91559,0.48508,0.61731,0.59452,2.59959,0.09455,0.93413,0.49406,0.62175,0.60681,2.65206,0.09924
840,2400,1.05499,0.37419,0.6946,0.5174,2.65165,0.09006,0.94769,0.45395,0.65509,0.57948,2.62369,0.08973,0.95836,0.43707,0.66341,0.56891,2.66835,0.0899,0.9158,0.4851,0.64469,0.59456,2.67623,0.09457,0.84753,0.49414,0.63663,0.60685,2.63457,0.09925
841,2400,1.112,0.37419,0.69999,0.51743,2.67865,0.09007,0.9426,0.45405,0.65836,0.57951,2.63729,0.08974,0.98255,0.43714,0.67001,0.56892,2.63059,0.08991,0.87554,0.48521,0.64612,0.59458,2.62684,0.09458,0.88876,0.49422,0.64265,0.60686,2.56076,0.09928
842,2400,1.12156,0.37419,0.71285,0.5174,2.63956,0.09008,0.91026,0.45419,0.70583,0.57947,2.65363,0.08975,0.98773,0.43723,0.67958,0.56893,2.65539,0.0899,0.82787,0.48537,0.69299,0.59457,2.66292,0.09458,0.83077,0.49436,0.69166,0.60683,2.63789,0.09929
843,2400,1.10733,0.3742,0.70434,0.51738,2.65266,0.09011,1.03567,0.45422,0.70131,0.57947,2.66415,0.08976,1.03741,0.43725,0.69837,0.56893,2.63293,0.08991,0.95282,0.48543,0.69173,0.59456,2.73246,0.09455,0.9834,0.49442,0.71813,0.60679,2.74817,0.09928
844,2400,1.09131,0.37422,0.70361,0.51739,2.65127,0.0901,0.97536,0.45425,0.65322,0.5795,2.61932,0.08978,0.95427,0.43732,0.68035,0.56893,2.67032,0.08991,0.90427,0.48546,0.62709,0.59462,2.59681,0.09457,0.91622,0.49444,0.62678,0.60683,2.62408,0.09931
845,2400,1.13821,0.37421,0.70044,0.51739,2.65031,0.09009,1.07471,0.45424,0.68044,0.57946,2.69037,0.08976,1.07015,0.43732,0.6786,0.56894,2.65913,0.08991,1.03946,0.48544,0.65044,0.59463,2.70526,0.09455,1.03919,0.49442,0.64231,0.60685,2.70816,0.0993
846,2400,1.09187,0.3742,0.69835,0.51739,2.65959,0.0901,0.97091,0.4543,0.69917,0.57944,2.69676,0.08975,1.0058,0.43734,0.70087,0.56892,2.67531,0.08992,0.93816,0.48551,0.70671,0.5946,2.69646,0.09454,0.93769,0.49445,0.70331,0.60682,2.71316,0.09928
847,2400,1.07592,0.37424,0.70672,0.5174,2.65069,0.0901,0.92966,0.45438,0.63809,0.57952,2.65192,0.08975,0.95007,0.43741,0.66521,0.56897,2.6548,0.08993,0.85581,0.48561,0.63961,0.59465,2.68174,0.09453,0.87569,0.49453,0.64415,0.60687,2.65773,0.09928
848,2400,1.1074,0.37426,0.69892,0.51741,2.66581,0.09008,1.05448,0.45436,0.63851,0.5796,2.58732,0.08978,1.06903,0.43743,0.65689,0.56902,2.64601,0.08994,1.00256,0.48565,0.61565,0.59473,2.58874,0.09455,0.99408,0.49456,0.61254,0.60695,2.63102,0.09929
849,2400,1.10462,0.37426,0.69796,0.51741,2.6273,0.09009,0.94361,0.45442,0.64764,0.57965,2.6435,0.08978,0.94621,0.43751,0.63784,0.5691,2.65282,0.08993,0.87144,0.48573,0.62942,0.59479,2.64649,0.09454,0.8959,0.49462,0.63125,0.60699,2.61819,0.09931
850,2400,1.10976,0.37426,0.69318,0.51745,2.62609,0.09011,0.95623,0.45447,0.63178,0.57973,2.61726,0.08979,0.98946,0.43756,0.64997,0.56916,2.65811,0.08993,0.89075,0.48578,0.63763,0.59483,2.67332,0.09454,0.86154,0.49472,0.61677,0.60704,2.68548,0.09931
851,2400,1.11393,0.37427,0.70316,0.51746,2.67027,0.09009,1.01762,0.45452,0.68603,0.57972,2.70096,0.08979,1.01476,0.4376,0.66924,0.56918,2.66991,0.08992,1.0119,0.4858,0.65836,0.59483,2.62843,0.09455,1.0369,0.49471,0.65361,0.60703,2.70214,0.0993
852,2400,1.09627,0.37428,0.6997,0.51747,2.65266,0.0901,1.0105,0.45456,0.70158,0.57969,2.66536,0.08978,1.03691,0.43763,0.68447,0.56918,2.65489,0.08992,1.00357,0.48581,0.68359,0.59479,2.65398,0.09457,0.99042,0.49473,0.68721,0.60695,2.68685,0.09931
853,2400,1.10568,0.3743,0.70016,0.51746,2.64631,0.09009,1.05542,0.45458,0.64611,0.57973,2.63385,0.0898,1.05629,0.43768,0.66827,0.5692,2.61819,0.08994,1.03513,0.48585,0.63899,0.59484,2.63549,0.09457,1.03284,0.49473,0.63912,0.607,2.67342,0.09932
854,2400,1.09609,0.37431,0.69867,0.51744,2.64039,0.0901,1.01134,0.45464,0.63382,0.57982,2.64115,0.08981,1.03733,0.43771,0.64652,0.56927,2.61884,0.08995,0.98455,0.48587,0.63653,0.5949,2.66675,0.09459,0.99123,0.49472,0.62042,0.60705,2.586,0.09936
855,2400,1.09314,0.37435,0.68921,0.51746,2.63191,0.09012,0.9957,0.45468,0.627,0.57989,2.67216,0.0898,1.01366,0.43777,0.62813,0.56938,2.66978,0.08995,0.96224,0.48592,0.59519,0.59502,2.67277,0.09458,0.98963,0.49474,0.60494,0.60714,2.60901,0.09936
856,2400,1.09574,0.37435,0.69965,0.51748,2.67336,0.09012,0.95194,0.45477,0.64296,0.57994,2.67869,0.0898,0.9827,0.43783,0.65167,0.56943,2.66558,0.08994,0.92882,0.48599,0.62577,0.59508,2.72098,0.09457,0.90311,0.49484,0.61676,0.60719,2.72156,0.09935
857,2400,1.10706,0.37435,0.6938,0.5175,2.65016,0.09013,0.91428,0.4549,0.61045,0.58005,2.56043,0.08984,0.92431,0.43799,0.62818,0.56951,2.62369,0.08997,0.82377,0.48614,0.59554,0.59517,2.57372,0.0946,0.83202,0.49497,0.57339,0.60729,2.60324,0.09936
858,2400,1.10505,0.37433,0.70179,0.5175,2.66674,0.09013,1.0247,0.45488,0.63554,0.58013,2.60846,0.08986,1.01701,0.43799,0.64987,0.56957,2.61999,0.08999,0.99804,0.4861,0.59902,0.59526,2.58024,0.09463,1.02326,0.49489,0.58565,0.60739,2.56427,0.0994
859,2400,1.11033,0.3743,0.70553,0.51749,2.63505,0.09016,1.0575,0.45487,0.6622,0.58016,2.61362,0.08987,1.0656,0.43798,0.66909,0.56959,2.62584,0.09001,0.98138,0.48611,0.63995,0.59531,2.5467,0.09469,0.9727,0.4949,0.64414,0.60742,2.66899,0.09939
860,2400,1.11636,0.37433,0.70244,0.51749,2.64165,0.09017,1.02805,0.45492,0.64064,0.58022,2.61821,0.08988,1.03107,0.43803,0.65946,0.56963,2.62371,0.09003,1.03769,0.48615,0.62677,0.59536,2.63309,0.09471,1.02968,0.49493,0.62327,0.60747,2.62322,0.09942
861,2400,1.08104,0.37437,0.68901,0.51754,2.64064,0.09018,0.93941,0.45498,0.64525,0.58029,2.63674,0.08988,0.94634,0.4381,0.65845,0.56969,2.63346,0.09003,0.92191,0.48619,0.64125,0.59541,2.61438,0.09472,0.91429,0.49495,0.62271,0.60754,2.62009,0.09943
862,2400,1.08585,0.37441,0.70531,0.51752,2.63666,0.09017,1.00902,0.45498,0.68855,0.58027,2.62103,0.0899,1.02218,0.43811,0.70252,0.56966,2.60614,0.09005,0.97363,0.48622,0.66628,0.59539,2.58719,0.09473,0.98075,0.49495,0.65064,0.60753,2.55083,0.09947
863,2400,1.06557,0.37447,0.69205,0.51754,2.64495,0.09016,0.89701,0.45508,0.62818,0.58036,2.64779,0.08991,0.91072,0.43824,0.64153,0.56973,2.64823,0.09005,0.81723,0.48637,0.62534,0.59547,2.66874,0.09472,0.79299,0.49511,0.63651,0.6076,2.66711,0.09947
864,2400,1.08692,0.3745,0.70282,0.51753,2.64118,0.0902,0.96217,0.45516,0.6299,0.58044,2.58347,0.08994,0.97425,0.43831,0.62254,0.56985,2.57429,0.09008,0.94791,0.48642,0.59695,0.59557,2.61401,0.09475,0.97347,0.49513,0.60509,0.60767,2.61641,0.09949
865,2400,1.08358,0.37452,0.70443,0.51753,2.6293,0.09021,0.99866,0.4552,0.63565,0.58051,2.64617,0.08994,1.02018,0.43834,0.65138,0.56991,2.65772,0.09009,0.97241,0.48645,0.60654,0.59565,2.62495,0.09478,0.96339,0.49515,0.61022,0.60774,2.66772,0.09948
866,2400,1.10022,0.37455,0.69918,0.51751,2.66246,0.09022,0.98824,0.45524,0.65982,0.58053,2.6537,0.08994,0.98969,0.43839,0.67896,0.56991,2.65523,0.09008,0.87948,0.48652,0.66031,0.59567,2.63136,0.09478,0.88642,0.49521,0.64921,0.60774,2.64922,0.09949
867,2400,1.10023,0.37458,0.70244,0.5175,2.63198,0.09023,0.95319,0.4553,0.62038,0.58063,2.59935,0.08996,0.97872,0.43842,0.62634,0.57001,2.60988,0.09011,0.88687,0.48658,0.59606,0.59579,2.57968,0.09481,0.90728,0.49526,0.58703,0.60783,2.5349,0.09954
868,2400,1.10071,0.3746,0.7095,0.51751,2.62715,0.09024,0.9733,0.45535,0.65368,0.58066,2.60623,0.08997,0.98658,0.43847,0.66409,0.57005,2.59086,0.09014,0.92924,0.48665,0.61076,0.59588,2.60917,0.09484,0.95362,0.49532,0.61696,0.60789,2.60267,0.09956
869,2400,1.08398,0.37462,0.68406,0.51753,2.65281,0.09024,0.9738,0.45542,0.56927,0.58083,2.63071,0.08998,0.96958,0.43857,0.61009,0.57017,2.64983,0.09014,0.90616,0.48674,0.55256,0.59601,2.69554,0.09484,0.8852,0.49541,0.549,0.60803,2.68749,0.09955
870,2400,1.09572,0.37463,0.6913,0.51755,2.70604,0.09023,0.85756,0.45558,0.6468,0.58088,2.65545,0.08997,0.90244,0.43869,0.65084,0.57021,2.68165,0.09013,0.7723,0.48691,0.60415,0.59608,2.62097,0.09484,0.77565,0.49556,0.59561,0.60811,2.6961,0.09954
871,2400,1.09173,0.37466,0.69434,0.51759,2.65891,0.09023,0.91871,0.45568,0.65423,0.58094,2.65018,0.08996,0.93337,0.43877,0.65664,0.57026,2.66379,0.09013,0.90344,0.48696,0.65564,0.59613,2.63263,0.09484,0.88446,0.49561,0.65345,0.60814,2.64749,0.09953
872,2400,1.10743,0.37465,0.69949,0.51759,2.60821,0.09025,0.9819,0.45569,0.66496,0.58096,2.65885,0.08996,0.97516,0.43884,0.67427,0.57029,2.62162,0.09013,0.90229,0.48701,0.64011,0.59617,2.69301,0.09483,0.89746,0.49567,0.6453,0.60815,2.68898,0.09951
873,2400,1.09193,0.37472,0.69353,0.5176,2.66143,0.09025,1.04041,0.45568,0.62289,0.58105,2.61656,0.08999,1.04035,0.43886,0.6253,0.57036,2.63123,0.09014,1.00687,0.487,0.58237,0.5963,2.60296,0.09485,0.99821,0.49568,0.58438,0.60824,2.61152,0.09954
874,2400,1.0834,0.37475,0.70754,0.5176,2.66004,0.09026,0.94582,0.45575,0.68177,0.58104,2.64425,0.08998,0.95299,0.43893,0.71457,0.57032,2.6656,0.09014,0.92121,0.48704,0.65162,0.59633,2.64079,0.09486,0.88786,0.49572,0.65901,0.60824,2.65536,0.09954
875,2400,1.13258,0.37476,0.69483,0.51761,2.64425,0.09026,1.04291,0.45578,0.64398,0.5811,2.64603,0.08998,1.03028,0.43895,0.66617,0.57036,2.67107,0.09013,0.98366,0.48709,0.62473,0.5964,2.60523,0.09487,0.96333,0.49578,0.62257,0.6083,2.57342,0.09956
876,2400,1.09548,0.37476,0.69583,0.51763,2.61166,0.09027,0.99246,0.45581,0.67714,0.58111,2.64415,0.08999,1.04796,0.43894,0.67824,0.57037,2.62452,0.09014,0.97011,0.48711,0.65355,0.59642,2.60389,0.09488,0.94775,0.49583,0.6481,0.60833,2.60655,0.09958
877,2400,1.12329,0.37473,0.70135,0.51761,2.66259,0.09025,0.98822,0.45582,0.65485,0.58115,2.64359,0.09,1.00299,0.43896,0.65264,0.57041,2.64989,0.09014,0.95354,0.4871,0.64727,0.59644,2.62633,0.09489,0.93715,0.49583,0.6354,0.60837,2.66174,0.09957
878,2400,1.07696,0.37477,0.70413,0.51761,2.62351,0.09029,0.96621,0.45585,0.67726,0.58117,2.51417,0.09005,0.99845,0.43898,0.66943,0.57044,2.57502,0.09017,0.92781,0.48712,0.65139,0.59648,2.53908,0.09493,0.91375,0.49586,0.65844,0.60839,2.48566,0.09964
879,2400,1.07353,0.37482,0.7003,0.51761,2.64452,0.09029,0.97697,0.4559,0.64945,0.58121,2.59514,0.09007,0.97656,0.43905,0.66198,0.57047,2.57918,0.09021,0.97121,0.48717,0.61895,0.59656,2.61934,0.09494,0.96358,0.49592,0.5937,0.60847,2.53522,0.09969
880,2400,1.10806,0.37487,0.7,0.51761,2.66522,0.09027,1.08695,0.45589,0.62357,0.58129,2.6381,0.09007,1.09008,0.43904,0.62496,0.57057,2.61863,0.09022,1.07666,0.48714,0.59818,0.59669,2.67528,0.09493,1.06566,0.49588,0.62496,0.60854,2.56998,0.09971
881,2400,1.12312,0.37484,0.70512,0.51759,2.66034,0.09026,1.03803,0.45588,0.71678,0.58124,2.6037,0.0901,1.03479,0.43905,0.71359,0.57051,2.63734,0.09023,0.93495,0.4872,0.73678,0.59662,2.61751,0.09495,0.9611,0.49592,0.73859,0.60846,2.60862,0.09973
882,2400,1.08917,0.37486,0.7043,0.51758,2.64458,0.09027,0.97043,0.45596,0.64524,0.58128,2.65491,0.0901,0.99117,0.4391,0.65238,0.57056,2.63426,0.09022,0.93453,0.48727,0.64959,0.59665,2.6306,0.09495,0.9547,0.49596,0.64119,0.60849,2.57155,0.09976
883,2400,1.12854,0.37488,0.71368,0.51755,2.67794,0.09025,0.99576,0.45602,0.6767,0.58128,2.68302,0.09009,1.00316,0.43915,0.68769,0.57055,2.67499,0.09021,0.93424,0.48733,0.64904,0.59667,2.74595,0.09492,0.9011,0.49604,0.68482,0.60846,2.63293,0.09977
884,2400,1.11125,0.37487,0.69475,0.51757,2.65089,0.09025,0.94617,0.4561,0.63583,0.58136,2.61552,0.0901,0.93265,0.43925,0.64222,0.57063,2.64197,0.0902,0.87664,0.48743,0.64876,0.59673,2.65417,0.09492,0.86037,0.49613,0.63552,0.6085,2.64271,0.09979
885,2400,1.14566,0.37484,0.69792,0.51758,2.64468,0.09025,1.01221,0.45614,0.66612,0.58136,2.65177,0.0901,1.02261,0.43927,0.68867,0.57063,2.62152,0.09021,0.97326,0.48744,0.65515,0.59672,2.63097,0.09493,0.96921,0.49618,0.65451,0.6085,2.56113,0.09983
886,2400,1.12712,0.37482,0.70578,0.51756,2.61788,0.09025,0.94804,0.45623,0.66824,0.58138,2.58869,0.09012,1.0166,0.43931,0.69592,0.5706,2.55134,0.09024,0.89319,0.48753,0.67003,0.59671,2.59274,0.09494,0.8971,0.49626,0.64978,0.6085,2.5418,0.09985
887,2400,1.09038,0.37484,0.70043,0.51755,2.65377,0.09024,0.95882,0.45629,0.64347,0.58143,2.63804,0.09012,1.00497,0.43932,0.6566,0.57065,2.64727,0.09024,0.91661,0.48757,0.63866,0.59674,2.65073,0.09493,0.92454,0.49626,0.62324,0.60854,2.67624,0.09984
888,2400,1.07773,0.37487,0.69872,0.51756,2.65137,0.09024,1.05426,0.45631,0.66721,0.58145,2.62972,0.09013,1.08325,0.4393,0.67221,0.57066,2.64487,0.09025,1.08227,0.48754,0.6631,0.59673,2.593,0.09495,1.04499,0.49626,0.65974,0.60854,2.63343,0.09984
889,2400,1.06077,0.37492,0.70271,0.51754,2.63045,0.09023,0.99,0.45633,0.68411,0.58143,2.66373,0.09012,0.9807,0.43932,0.68822,0.57067,2.66457,0.09024,0.95387,0.48757,0.68684,0.59671,2.64572,0.09494,1.02195,0.49624,0.67974,0.60851,2.7206,0.09982
890,2400,1.08894,0.37493,0.69752,0.51755,2.6393,0.09025,0.87044,0.45647,0.61257,0.58153,2.57618,0.09016,0.9206,0.43941,0.62494,0.57077,2.61181,0.09028,0.86202,0.48763,0.59736,0.5968,2.58668,0.09497,0.8437,0.49631,0.59726,0.60859,2.58569,0.09985
891,2400,1.11337,0.37494,0.70489,0.51756,2.65013,0.09026,1.00937,0.45646,0.63274,0.5816,2.63833,0.09016,1.039,0.43938,0.64856,0.57082,2.64365,0.09028,0.98101,0.48763,0.61917,0.59688,2.67085,0.09497,0.96816,0.4963,0.59858,0.60867,2.64526,0.09986
892,2400,1.07425,0.37498,0.69919,0.51758,2.61378,0.09029,0.92626,0.45654,0.63348,0.58165,2.55686,0.09019,0.93135,0.43948,0.64841,0.57086,2.58604,0.09031,0.89897,0.48773,0.64367,0.59687,2.59956,0.09499,0.89095,0.49638,0.62659,0.60868,2.59068,0.09988
893,2400,1.06455,0.37504,0.68886,0.5176,2.64379,0.0903,0.89402,0.45664,0.64063,0.58169,2.55231,0.09023,0.92664,0.43958,0.66004,0.57089,2.59056,0.09035,0.82285,0.48786,0.62739,0.59691,2.55221,0.09503,0.82823,0.49646,0.61868,0.60872,2.59191,0.09991
894,2400,1.10133,0.37504,0.67986,0.51763,2.65027,0.0903,0.96638,0.45667,0.59851,0.58179,2.68426,0.09022,0.98745,0.43962,0.59431,0.57101,2.70713,0.09033,0.94589,0.48789,0.56693,0.59704,2.6281,0.09504,0.94981,0.49649,0.57016,0.60882,2.70698,0.09989
895,2400,1.0968,0.37505,0.70702,0.51763,2.59034,0.09032,0.92825,0.45676,0.63467,0.58184,2.55957,0.09025,0.97426,0.43968,0.65453,0.57102,2.63756,0.09034,0.8917,0.48795,0.64391,0.59705,2.62245,0.09505,0.86875,0.49655,0.63819,0.60884,2.61586,0.09991
896,2400,1.10506,0.37505,0.70168,0.51761,2.61066,0.09033,0.95264,0.45683,0.6863,0.58183,2.68991,0.09024,0.97304,0.43975,0.67716,0.57104,2.66427,0.09032,0.89746,0.48803,0.68017,0.59703,2.69173,0.09503,0.93306,0.49661,0.66853,0.60882,2.68044,0.09989
897,2400,1.11033,0.37507,0.69823,0.51762,2.67278,0.09033,0.95211,0.4569,0.61607,0.58193,2.63009,0.09026,0.98965,0.43981,0.63537,0.57113,2.63428,0.09034,0.90699,0.48812,0.5989,0.59713,2.64316,0.09503,0.91493,0.49668,0.58072,0.60892,2.54964,0.09994
898,2400,1.1348,0.37503,0.68363,0.51769,2.63395,0.09035,0.96099,0.45698,0.60016,0.58205,2.61707,0.09027,0.98484,0.43988,0.60836,0.57125,2.6212,0.09034,0.91262,0.4882,0.57174,0.59724,2.63599,0.09504,0.92335,0.49674,0.58493,0.60901,2.63121,0.09994
899,2400,1.10543,0.37507,0.69595,0.51767,2.65373,0.09034,0.98528,0.45703,0.62485,0.58213,2.6979,0.09026,0.98631,0.43995,0.63764,0.57134,2.63991,0.09034,0.93588,0.48825,0.61531,0.59732,2.63804,0.09503,0.92608,0.49679,0.60625,0.60908,2.72,0.09993
900,2400,1.06858,0.37511,0.70995,0.51765,2.63029,0.09034,0.97526,0.45707,0.69339,0.58211,2.59858,0.09028,1.00234,0.43996,0.68157,0.57136,2.62352,0.09035,0.92231,0.48829,0.65606,0.59734,2.64062,0.09504,0.9067,0.49684,0.69828,0.60904,2.66188,0.09993
901,2400,1.07439,0.37513,0.69906,0.51765,2.58807,0.09036,0.98318,0.4571,0.65061,0.58215,2.54611,0.09033,1.01262,0.43997,0.65851,0.57142,2.56492,0.09038,0.95865,0.4883,0.63815,0.59741,2.60214,0.09506,0.94613,0.49686,0.62126,0.60912,2.54178,0.09997
902,2400,1.10903,0.37515,0.69723,0.51765,2.68528,0.09033,1.0784,0.4571,0.66408,0.58218,2.67826,0.0903,1.06295,0.44,0.67999,0.57143,2.6841,0.09036,1.05477,0.48828,0.6793,0.59739,2.67492,0.09506,1.0667,0.49681,0.65729,0.60915,2.68685,0.09995
903,2400,1.08237,0.37519,0.69087,0.51769,2.6628,0.09033,0.9283,0.45719,0.65716,0.58223,2.60751,0.09033,0.96612,0.44007,0.66011,0.57149,2.58484,0.09038,0.86095,0.48836,0.63037,0.59746,2.61232,0.09507,0.85339,0.49692,0.6265,0.6092,2.5654,0.09997
904,2400,1.08408,0.37522,0.69382,0.51771,2.64051,0.09034,0.99357,0.45722,0.61234,0.58231,2.65068,0.09033,0.98017,0.4401,0.63463,0.57157,2.61731,0.09039,0.94321,0.48834,0.61685,0.59751,2.57138,0.0951,0.94848,0.49691,0.62293,0.60924,2.61392,0.09997
905,2400,1.09515,0.37522,0.71702,0.51768,2.62116,0.09035,0.97331,0.45728,0.69199,0.58228,2.56279,0.09038,0.97267,0.44018,0.68263,0.57156,2.53648,0.09045,0.94226,0.48839,0.66168,0.59753,2.56995,0.09514,0.91435,0.49698,0.66165,0.60927,2.55621,0.10003
906,2400,1.15431,0.37518,0.70024,0.51768,2.66416,0.09034,1.02018,0.45727,0.62785,0.58236,2.61554,0.09038,1.02023,0.4402,0.65384,0.57161,2.64352,0.09045,0.97778,0.48841,0.61077,0.59761,2.64448,0.09513,0.99411,0.497,0.58956,0.60937,2.63497,0.10004
907,2400,1.10324,0.3752,0.69334,0.5177,2.6339,0.09035,1.01584,0.45727,0.65826,0.58238,2.67329,0.09037,1.01321,0.44024,0.64571,0.57166,2.64872,0.09044,0.94468,0.48844,0.62759,0.59766,2.67013,0.09513,0.96549,0.49695,0.62292,0.6094,2.61712,0.10006
908,2400,1.09507,0.37522,0.69634,0.51771,2.67422,0.09033,0.94095,0.45734,0.6305,0.58243,2.60491,0.09039,0.96189,0.4403,0.6672,0.57169,2.64023,0.09044,0.8884,0.4885,0.62058,0.59771,2.57649,0.09515,0.87064,0.49703,0.60586,0.60944,2.58564,0.10008
909,2400,1.12759,0.3752,0.69875,0.5177,2.62699,0.09032,0.95647,0.45741,0.62753,0.58251,2.62136,0.09041,0.996,0.44036,0.65125,0.57175,2.61395,0.09046,0.92969,0.48855,0.58708,0.59783,2.65074,0.09514,0.89158,0.49712,0.5892,0.60954,2.60799,0.10009
910,2400,1.11772,0.37519,0.69736,0.5177,2.65543,0.0903,1.0549,0.4574,0.64213,0.58254,2.63061,0.09041,1.02903,0.44035,0.67059,0.57177,2.61225,0.09046,1.0128,0.48854,0.65296,0.59786,2.61649,0.09514,1.02075,0.49711,0.64758,0.60955,2.66153,0.1001
911,2400,1.09901,0.3752,0.69675,0.51774,2.61486,0.09032,0.98553,0.45741,0.63956,0.5826,2.61387,0.09042,1.02277,0.44035,0.64176,0.57183,2.6492,0.09047,0.9267,0.48858,0.62517,0.59789,2.64163,0.09514,0.96653,0.49712,0.63692,0.60955,2.64528,0.10011
912,2400,1.0853,0.37524,0.70778,0.51774,2.65132,0.09032,0.90102,0.45754,0.68298,0.58257,2.64141,0.09042,0.96184,0.44042,0.68964,0.57181,2.57933,0.0905,0.87507,0.48868,0.66761,0.59788,2.58126,0.09517,0.88887,0.49721,0.69247,0.6095,2.5661,0.10013
913,2400,1.09238,0.37525,0.70179,0.51775,2.66034,0.09031,0.92076,0.45763,0.65045,0.58261,2.63511,0.09042,0.94877,0.44048,0.66979,0.57183,2.6189,0.0905,0.88478,0.48873,0.63013,0.59793,2.63872,0.09516,0.86895,0.49726,0.63478,0.60953,2.66313,0.10013
914,2400,1.08712,0.37529,0.71507,0.51773,2.64525,0.09029,1.00773,0.45764,0.72225,0.58256,2.67253,0.09042,1.01257,0.44049,0.73224,0.57175,2.65868,0.09049,0.93649,0.48876,0.71727,0.59787,2.6746,0.09515,0.95254,0.49727,0.72082,0.60945,2.71473,0.10011
915,2400,1.09409,0.37529,0.69438,0.51775,2.66006,0.09028,0.89746,0.45778,0.65268,0.58259,2.64049,0.09041,0.926,0.4406,0.66152,0.57178,2.64182,0.09048,0.84603,0.48888,0.65535,0.59788,2.67354,0.09514,0.82196,0.49743,0.65947,0.60945,2.63228,0.1001
916,2400,1.0708,0.37534,0.69479,0.51776,2.59661,0.09032,0.93571,0.45786,0.66195,0.58262,2.56633,0.09043,0.9357,0.44067,0.67887,0.57178,2.60536,0.09051,0.90451,0.48894,0.6485,0.59791,2.57865,0.09517,0.89722,0.49749,0.63579,0.60949,2.58104,0.10012
917,2400,1.14476,0.37532,0.69147,0.5178,2.65306,0.0903,0.9906,0.4579,0.6251,0.5827,2.64798,0.09044,1.00895,0.44074,0.63364,0.57187,2.6456,0.0905,0.93792,0.489,0.59869,0.598,2.69294,0.09516,0.97781,0.49751,0.59489,0.60958,2.73597,0.10011
918,2400,1.10644,0.37534,0.68869,0.51784,2.6503,0.0903,1.00379,0.45789,0.62805,0.58276,2.6562,0.09043,1.01962,0.44074,0.63276,0.57194,2.63544,0.0905,0.9542,0.48899,0.60669,0.59808,2.64504,0.09516,0.93888,0.49752,0.60425,0.60964,2.65443,0.1001
919,2400,1.10989,0.37535,0.6954,0.51785,2.62745,0.09032,0.98161,0.45794,0.65063,0.5828,2.68795,0.09041,1.01651,0.44077,0.64607,0.57198,2.65023,0.09049,0.89918,0.48907,0.63932,0.59812,2.65313,0.09517,0.92582,0.49757,0.6504,0.60966,2.55426,0.10012
920,2400,1.08209,0.3754,0.68728,0.51788,2.64144,0.09032,1.06411,0.45791,0.62631,0.58288,2.63958,0.09041,1.06607,0.44078,0.63619,0.57206,2.64677,0.09049,1.01702,0.48906,0.61334,0.59817,2.65279,0.09516,1.00483,0.49756,0.60182,0.60972,2.60121,0.10013
