batch,n_tokens,loss_L0_age_bin,train_acc_L0_age_bin,loss_L0_gender,train_acc_L0_gender,loss_L0_star_sign,train_acc_L0_star_sign,loss_L6_age_bin,train_acc_L6_age_bin,loss_L6_gender,train_acc_L6_gender,loss_L6_star_sign,train_acc_L6_star_sign,loss_L12_age_bin,train_acc_L12_age_bin,loss_L12_gender,train_acc_L12_gender,loss_L12_star_sign,train_acc_L12_star_sign,loss_L18_age_bin,train_acc_L18_age_bin,loss_L18_gender,train_acc_L18_gender,loss_L18_star_sign,train_acc_L18_star_sign,loss_L24_age_bin,train_acc_L24_age_bin,loss_L24_gender,train_acc_L24_gender,loss_L24_star_sign,train_acc_L24_star_sign
88,2400,1.31993,0.34459,0.80236,0.50859,2.9618,0.08391,1.30778,0.35567,0.80553,0.51969,3.00855,0.08029,1.36103,0.36009,0.75091,0.51763,3.01917,0.08331,1.30576,0.38022,0.76833,0.52026,2.9886,0.08485,1.26941,0.40382,0.73594,0.55305,2.83287,0.08636
89,2400,1.2979,0.34484,0.80335,0.50873,2.96466,0.08388,1.17981,0.35638,0.75512,0.52023,3.0397,0.08025,1.21313,0.36058,0.83032,0.51776,2.9761,0.0835,1.18276,0.38094,0.8052,0.52049,3.08964,0.08476,1.19426,0.40425,0.75003,0.55336,3.07475,0.08641
90,2400,1.30381,0.34495,0.82649,0.50871,2.99144,0.08375,1.23613,0.35663,0.81749,0.52018,2.97565,0.08031,1.2491,0.36083,0.86922,0.51755,3.03817,0.08336,1.17383,0.38155,0.81425,0.52077,2.97003,0.08492,1.31465,0.40431,0.77881,0.55375,3.11021,0.08636
91,2400,1.29417,0.34514,0.80791,0.50871,3.00733,0.08362,1.18648,0.35734,0.80967,0.52029,3.01936,0.08035,1.26201,0.36119,0.82076,0.51768,3.02171,0.08322,1.19542,0.38212,0.79404,0.5212,3.02796,0.08495,1.11436,0.40541,0.73486,0.55423,3.08712,0.08628
92,2400,1.29717,0.34521,0.81318,0.50874,2.93096,0.08378,1.14994,0.35826,0.82045,0.52045,3.00412,0.08039,1.23899,0.36159,0.81245,0.51781,3.04441,0.08316,1.12778,0.38297,0.82891,0.52125,3.0638,0.0849,1.18038,0.40582,0.81881,0.55428,3.05081,0.08614
93,2400,1.28041,0.34528,0.83602,0.5087,2.95467,0.08379,1.20495,0.35872,0.80604,0.52057,3.00652,0.08049,1.22093,0.36195,0.8228,0.51796,3.09646,0.08297,1.13459,0.38387,0.81908,0.52141,3.01268,0.08494,1.0536,0.40682,0.76886,0.55451,2.97988,0.0864
94,2400,1.25758,0.34546,0.81566,0.50874,2.93292,0.08379,1.24989,0.3591,0.83503,0.52046,2.97545,0.08054,1.23484,0.36217,0.82574,0.51804,3.04153,0.08293,1.24573,0.38422,0.82732,0.52136,3.04084,0.08486,1.21863,0.40711,0.8044,0.55455,3.03449,0.08639
95,2400,1.28983,0.34542,0.80219,0.50876,2.96336,0.08382,1.20408,0.3595,0.80498,0.52049,2.97856,0.08056,1.2684,0.3623,0.76816,0.51863,2.99777,0.08306,1.15732,0.38486,0.82104,0.52153,3.11674,0.08477,1.14219,0.40773,0.8458,0.55434,3.03925,0.08638
96,2400,1.27833,0.34559,0.83655,0.50875,3.00131,0.08384,1.27872,0.35954,0.81486,0.52048,3.01363,0.08052,1.22356,0.36258,0.79097,0.51894,3.0064,0.08302,1.1819,0.38537,0.81051,0.52188,3.06249,0.08466,1.16326,0.40811,0.806,0.55439,3.07884,0.08634
97,2400,1.28646,0.34565,0.83919,0.50866,2.94594,0.08393,1.22494,0.35994,0.85396,0.5202,3.03695,0.08057,1.23459,0.36276,0.80929,0.51901,3.01903,0.08295,1.21036,0.3858,0.83166,0.52189,3.00715,0.08467,1.19766,0.40865,0.86022,0.55409,3.03635,0.08639
98,2400,1.27976,0.34586,0.83734,0.50872,2.93864,0.08396,1.27386,0.36005,0.78312,0.52053,2.97664,0.08057,1.25287,0.36287,0.77139,0.51929,3.01272,0.08294,1.15733,0.38641,0.77039,0.52234,3.0342,0.0847,1.23815,0.40878,0.7958,0.55445,2.99418,0.08643
99,2400,1.29822,0.346,0.82036,0.5088,2.96234,0.084,1.20819,0.36045,0.81158,0.52051,3.02084,0.08052,1.25534,0.36301,0.89324,0.51894,3.03723,0.08288,1.16943,0.38694,0.84352,0.52228,3.00702,0.08473,1.24504,0.4089,0.86705,0.55422,3.07177,0.08637
100,2400,1.26021,0.34613,0.83845,0.50886,2.98092,0.08399,1.22145,0.36075,0.76799,0.5209,3.00689,0.08052,1.25434,0.36327,0.85601,0.51874,2.97985,0.08284,1.28236,0.38702,0.8587,0.52223,3.16476,0.08461,1.26077,0.40887,0.78495,0.5543,3.03632,0.08632
101,2400,1.29017,0.34618,0.83091,0.50877,2.9564,0.08399,1.2204,0.3611,0.78642,0.52117,2.96589,0.0806,1.21439,0.3635,0.81542,0.51879,3.04809,0.08281,1.14344,0.38771,0.75716,0.52269,2.98108,0.08475,1.18741,0.40939,0.75902,0.55459,2.99437,0.08634
102,2400,1.29805,0.34617,0.82465,0.50859,2.97986,0.08403,1.20198,0.36151,0.79252,0.52145,2.98482,0.08072,1.25929,0.36357,0.819,0.51888,2.9896,0.08288,1.20541,0.38801,0.7563,0.52314,3.07236,0.08469,1.18785,0.40965,0.78005,0.55476,2.99735,0.08633
103,2400,1.23935,0.3464,0.80567,0.50876,2.92429,0.08394,1.15249,0.36222,0.83404,0.52137,2.98832,0.08073,1.17721,0.36411,0.7951,0.51909,2.9914,0.08297,1.08395,0.38894,0.79244,0.52333,3.01735,0.08465,1.15701,0.40984,0.77584,0.55498,2.98421,0.08647
104,2400,1.28163,0.34631,0.80201,0.50906,2.91622,0.08394,1.18119,0.36269,0.79129,0.52156,2.96253,0.08086,1.21254,0.36439,0.79796,0.51933,3.00558,0.08297,1.18426,0.38945,0.80804,0.52357,3.05863,0.08462,1.14578,0.41013,0.82602,0.55485,2.97542,0.08647
105,2400,1.2601,0.34633,0.83846,0.50895,2.90751,0.08395,1.20602,0.36293,0.82417,0.52147,2.99239,0.08075,1.23492,0.36458,0.82458,0.51935,2.92694,0.08305,1.15524,0.38982,0.78951,0.52377,3.05305,0.08463,1.12401,0.41055,0.81272,0.55488,2.86924,0.0867
106,2400,1.24178,0.34659,0.83618,0.50892,2.92803,0.08391,1.20413,0.36327,0.79571,0.52139,2.97967,0.08065,1.24963,0.3647,0.79344,0.51965,3.01913,0.08308,1.22965,0.38998,0.80733,0.52376,3.02531,0.08471,1.1935,0.4108,0.81194,0.55485,3.0968,0.08654
107,2400,1.29402,0.34667,0.8216,0.50895,2.94527,0.08395,1.18546,0.36378,0.83894,0.52132,2.9958,0.08064,1.14519,0.36532,0.91022,0.51921,2.9236,0.08313,1.1021,0.39085,0.80783,0.52383,3.04024,0.08475,1.15408,0.4114,0.86377,0.55457,2.99297,0.08657
108,2400,1.30432,0.34657,0.83654,0.50886,2.92403,0.08381,1.26756,0.36365,0.77249,0.52151,2.94193,0.08067,1.27038,0.36547,0.81154,0.51928,2.99545,0.08306,1.18642,0.3912,0.78004,0.52416,3.05696,0.08469,1.18931,0.41147,0.81447,0.55448,2.93642,0.08669
109,2400,1.28381,0.34659,0.79721,0.50905,2.97852,0.08379,1.17269,0.3641,0.73484,0.52211,3.00403,0.08061,1.22843,0.36575,0.75565,0.51985,2.94982,0.08312,1.12057,0.39182,0.75908,0.52457,3.00353,0.0847,1.16044,0.41184,0.72294,0.55491,3.01454,0.08665
110,2400,1.285,0.34646,0.81259,0.50904,2.94373,0.08379,1.2432,0.36426,0.74575,0.52242,2.99844,0.08052,1.21781,0.36598,0.76551,0.52015,2.93441,0.08324,1.2453,0.39186,0.79244,0.52477,3.05124,0.08466,1.19779,0.41209,0.66994,0.55566,2.88652,0.08673
111,2400,1.29635,0.34657,0.82575,0.50919,2.96389,0.08381,1.19961,0.36464,0.78864,0.52264,2.98829,0.08049,1.23746,0.36614,0.83007,0.52022,2.99762,0.08324,1.24373,0.39186,0.76742,0.52506,3.00253,0.08466,1.12827,0.41257,0.79238,0.55567,2.98256,0.08681
112,2400,1.25394,0.34666,0.79777,0.50937,2.87422,0.08392,1.19073,0.36496,0.77007,0.52276,2.98433,0.08044,1.22519,0.36633,0.76429,0.5206,2.96007,0.08331,1.14882,0.39232,0.78266,0.52534,2.98746,0.08466,1.08521,0.4133,0.70696,0.55618,3.03731,0.08667
113,2400,1.27596,0.34669,0.81061,0.50927,2.93571,0.08391,1.19233,0.36514,0.76282,0.52302,2.95857,0.08042,1.16416,0.36678,0.79502,0.52082,2.98992,0.08334,1.15666,0.39276,0.76235,0.52566,3.02868,0.08455,1.09142,0.41378,0.73641,0.55651,3.02052,0.08667
114,2400,1.28352,0.34667,0.80134,0.50942,2.91165,0.08391,1.26194,0.36511,0.76812,0.52333,3.01132,0.08046,1.21984,0.36693,0.82145,0.52079,3.00471,0.08337,1.2058,0.39293,0.79699,0.52572,2.96988,0.0846,1.21453,0.41378,0.76027,0.55675,2.96922,0.08668
115,2400,1.31267,0.34675,0.81278,0.50967,2.97395,0.08397,1.15417,0.36568,0.74395,0.52388,2.97497,0.08047,1.22209,0.36711,0.74153,0.52129,2.98278,0.08339,1.17509,0.39325,0.71351,0.52638,3.0418,0.08462,1.1949,0.41404,0.68402,0.55733,2.90291,0.08687
116,2400,1.26142,0.34681,0.7906,0.50973,2.91759,0.08401,1.21371,0.36595,0.77593,0.52421,2.9383,0.08047,1.23652,0.36729,0.76453,0.52156,3.00476,0.08332,1.20525,0.39341,0.75011,0.52678,3.0424,0.08467,1.20655,0.414,0.66928,0.55813,3.03758,0.0869
117,2400,1.30688,0.34675,0.81016,0.50979,2.97082,0.08394,1.27131,0.36585,0.81361,0.52417,2.96046,0.0805,1.28501,0.36731,0.75624,0.52186,2.93593,0.08341,1.28294,0.39362,0.7988,0.52696,3.01062,0.08465,1.20151,0.41434,0.71307,0.55873,2.96136,0.08695
118,2400,1.29961,0.34659,0.80534,0.50967,2.89407,0.08394,1.22261,0.36605,0.79413,0.52436,2.91481,0.08055,1.2305,0.36738,0.80855,0.52193,2.9892,0.08342,1.1671,0.39396,0.7919,0.52713,3.03152,0.08468,1.20729,0.41458,0.81838,0.55887,2.98048,0.08701
119,2400,1.2567,0.34674,0.79765,0.50976,2.90504,0.084,1.2488,0.36608,0.75076,0.52467,2.91835,0.08059,1.21939,0.36755,0.77754,0.52214,2.9114,0.08352,1.19084,0.39413,0.73176,0.52768,3.01777,0.08463,1.25413,0.41434,0.67376,0.5594,3.04704,0.08694
120,2400,1.24893,0.34676,0.79957,0.50986,2.92312,0.08399,1.16171,0.36663,0.78927,0.52485,2.93325,0.08064,1.16151,0.36804,0.8333,0.52208,3.0516,0.08347,1.13834,0.39452,0.76585,0.52792,2.98149,0.08471,1.01157,0.41529,0.77111,0.55955,2.93009,0.08707
121,2400,1.27994,0.34675,0.8237,0.5098,2.89526,0.08406,1.22545,0.36672,0.76095,0.52503,2.96402,0.08063,1.24144,0.36811,0.76192,0.52233,2.91443,0.08355,1.25583,0.3945,0.76175,0.52819,3.03684,0.08474,1.25083,0.41514,0.76323,0.55972,2.92113,0.08718
122,2400,1.27093,0.34665,0.82375,0.50976,2.91699,0.08415,1.21115,0.36696,0.80398,0.52517,2.97972,0.08062,1.25674,0.3682,0.79711,0.52244,3.04122,0.08351,1.15269,0.39499,0.79264,0.5284,3.07077,0.08468,1.16846,0.4155,0.79869,0.55984,2.85549,0.08728
123,2400,1.28943,0.34668,0.80398,0.50979,2.95004,0.08415,1.21248,0.36716,0.76614,0.52543,2.94411,0.08067,1.25769,0.36818,0.81334,0.52247,2.96591,0.08346,1.20266,0.39523,0.8032,0.52844,3.01728,0.08469,1.17743,0.4156,0.80217,0.55982,3.06621,0.08731
124,2400,1.23953,0.34683,0.78264,0.50977,2.91559,0.08413,1.22068,0.36727,0.74774,0.52579,2.98757,0.08064,1.19213,0.36844,0.76049,0.52271,2.92554,0.08348,1.11767,0.39568,0.75087,0.52875,2.99233,0.08472,1.08383,0.41606,0.78981,0.5598,2.92737,0.08737
125,2400,1.26626,0.34697,0.8033,0.50967,2.88968,0.08416,1.15343,0.3677,0.75694,0.52608,2.98624,0.08067,1.15368,0.3688,0.81039,0.52267,2.98221,0.08348,1.08647,0.39636,0.74053,0.52913,2.97647,0.08479,1.16629,0.41637,0.70013,0.56036,3.04935,0.08725
126,2400,1.28438,0.34694,0.82329,0.50965,2.94515,0.08417,1.21909,0.36777,0.86242,0.52574,2.96158,0.08071,1.28348,0.36876,0.81972,0.52267,3.00828,0.08341,1.24287,0.39648,0.8694,0.52889,2.97296,0.08474,1.27327,0.41616,0.8752,0.56008,2.91241,0.08738
127,2400,1.23599,0.34716,0.79983,0.50968,2.88565,0.08416,1.22054,0.36799,0.73725,0.52618,2.98207,0.08074,1.2327,0.36896,0.75919,0.52304,3.03976,0.08333,1.20863,0.39652,0.72246,0.52946,3.00053,0.08478,1.24771,0.41608,0.70597,0.56053,3.13579,0.08722
128,2400,1.25812,0.34742,0.82187,0.50974,2.92038,0.08426,1.15486,0.36835,0.78715,0.52631,2.99862,0.08072,1.17812,0.3692,0.78113,0.52325,2.97518,0.08333,1.19367,0.39668,0.80062,0.52951,2.98029,0.08478,1.17997,0.41611,0.78342,0.56059,3.06104,0.08707
129,2400,1.21743,0.34779,0.78739,0.50985,2.95276,0.08421,1.20236,0.36857,0.78693,0.5264,2.96727,0.08069,1.13742,0.36964,0.8002,0.5233,2.95506,0.08334,1.16106,0.39689,0.76288,0.52962,3.01986,0.08472,1.11019,0.41644,0.75536,0.56065,2.99074,0.08706
130,2400,1.25942,0.34798,0.81313,0.5098,2.90061,0.08416,1.1571,0.36903,0.78069,0.52651,2.94197,0.08073,1.17452,0.36987,0.81502,0.52321,2.96885,0.08335,1.1488,0.39724,0.7908,0.52972,2.89006,0.08482,1.14022,0.41677,0.73888,0.56077,3.00258,0.08718
131,2400,1.29497,0.34789,0.80785,0.50983,2.92313,0.08424,1.21229,0.36909,0.8008,0.52654,2.96042,0.08075,1.18109,0.37007,0.77308,0.52333,3.01496,0.08326,1.12288,0.39764,0.812,0.52977,2.92961,0.08487,1.11707,0.4173,0.81343,0.56055,3.02122,0.08712
132,2400,1.23914,0.34802,0.77287,0.50978,2.92792,0.08423,1.19648,0.36924,0.76208,0.52683,2.91947,0.08078,1.18194,0.37034,0.73453,0.52361,3.01967,0.08322,1.15737,0.39789,0.72219,0.53018,2.95975,0.08488,1.13827,0.41742,0.75094,0.56068,2.93049,0.08729
133,2400,1.26565,0.34794,0.79293,0.50979,2.89447,0.08418,1.1775,0.36953,0.74615,0.52713,2.91234,0.08079,1.16788,0.37068,0.74657,0.52383,3.00296,0.08319,1.13073,0.39829,0.7808,0.53028,2.93929,0.0849,1.08093,0.4179,0.7127,0.561,2.94451,0.08727
134,2400,1.23713,0.34824,0.791,0.50984,2.89892,0.08416,1.15041,0.36979,0.7241,0.52749,2.89228,0.08085,1.17384,0.37083,0.75107,0.52413,3.03075,0.08315,1.13227,0.39849,0.74476,0.53053,3.08508,0.08485,1.26614,0.41769,0.73406,0.56131,3.08155,0.08727
135,2400,1.23356,0.34832,0.78048,0.50991,2.90891,0.0841,1.14438,0.3702,0.73381,0.52794,2.93708,0.08085,1.19162,0.37099,0.76821,0.52434,2.9137,0.08313,1.16943,0.3987,0.71969,0.53093,2.98554,0.08489,1.17398,0.41762,0.72652,0.56144,2.96457,0.08722
136,2400,1.26606,0.34837,0.80947,0.50984,2.88008,0.08418,1.13726,0.37051,0.74991,0.52813,2.93236,0.08089,1.14675,0.37133,0.78705,0.52444,2.96606,0.08311,1.08638,0.39922,0.74303,0.53131,2.99633,0.0848,1.08878,0.41799,0.71115,0.56172,2.93985,0.08729
137,2400,1.27227,0.34832,0.80308,0.50983,2.90178,0.0842,1.19909,0.37066,0.73498,0.52851,2.96628,0.08094,1.16601,0.37162,0.70009,0.52499,3.02951,0.08305,1.14308,0.39959,0.69757,0.53179,3.00029,0.08473,1.05916,0.41869,0.63825,0.56246,3.02557,0.08728
138,2400,1.2418,0.34846,0.78414,0.50997,2.91547,0.08418,1.17509,0.37095,0.7861,0.52849,2.90282,0.08096,1.22148,0.37173,0.78609,0.52501,2.96199,0.08307,1.20667,0.39968,0.78458,0.53186,2.95519,0.08474,1.16033,0.4189,0.82692,0.56232,2.98978,0.08737
139,2400,1.24999,0.34848,0.78661,0.51,2.89801,0.08428,1.13423,0.37138,0.79179,0.52846,2.94091,0.08099,1.16003,0.3721,0.79703,0.52496,2.90328,0.08318,1.07076,0.40033,0.80368,0.53184,3.04203,0.08475,1.08069,0.41948,0.84521,0.56215,3.05343,0.08736
140,2400,1.25389,0.34844,0.79304,0.51007,2.91267,0.08426,1.16058,0.37172,0.73791,0.52881,2.92351,0.08105,1.14592,0.37251,0.78321,0.52496,2.9473,0.08327,1.12458,0.40073,0.75328,0.53208,2.9384,0.08475,1.17932,0.41964,0.72445,0.56242,3.03038,0.08734
141,2400,1.25915,0.34859,0.79405,0.50995,2.88039,0.08433,1.20322,0.37183,0.77109,0.529,2.98038,0.08105,1.20922,0.37266,0.78266,0.52504,2.93153,0.08328,1.19152,0.40094,0.77232,0.53215,3.02363,0.08469,1.2087,0.41967,0.7458,0.56257,3.0344,0.08724
142,2400,1.24921,0.34877,0.78876,0.50996,2.89936,0.08438,1.20851,0.37192,0.82216,0.5289,3.04276,0.081,1.26013,0.37259,0.81584,0.52492,3.01292,0.08325,1.2047,0.40103,0.77019,0.53227,2.9462,0.08472,1.21443,0.41952,0.77777,0.56259,2.99462,0.08726
143,2400,1.25026,0.34891,0.82041,0.50996,2.93859,0.08441,1.23251,0.37198,0.82632,0.52873,2.9321,0.08102,1.29836,0.37236,0.78974,0.52491,2.99581,0.08321,1.23908,0.40102,0.82899,0.53222,2.93261,0.08478,1.24886,0.41943,0.80538,0.56244,3.01339,0.08724
144,2400,1.27822,0.34891,0.79924,0.50978,2.89757,0.08441,1.13581,0.37243,0.77107,0.52878,2.92743,0.08101,1.15765,0.37274,0.78703,0.52494,2.912,0.08323,1.11914,0.40147,0.73358,0.53258,2.99693,0.08481,1.03592,0.42003,0.76583,0.56246,2.93871,0.08729
145,2400,1.23074,0.34895,0.80064,0.50971,2.87554,0.08436,1.18013,0.37266,0.81022,0.52866,3.06263,0.08099,1.17344,0.37313,0.8353,0.52479,2.95719,0.0833,1.09332,0.40195,0.81536,0.53252,2.90541,0.08489,1.09321,0.42056,0.82168,0.56237,2.95217,0.08743
146,2400,1.23484,0.34902,0.79388,0.50983,2.94709,0.08432,1.15379,0.37287,0.76395,0.52866,2.86386,0.08107,1.21666,0.37327,0.75285,0.52503,3.01245,0.08325,1.13502,0.40225,0.73489,0.53282,2.93575,0.08504,1.13638,0.42063,0.71802,0.56254,2.85748,0.08762
147,2400,1.25476,0.34911,0.78731,0.51002,2.90226,0.08429,1.18319,0.37307,0.81829,0.52854,3.0126,0.08101,1.22233,0.37334,0.8298,0.52486,2.95125,0.08324,1.16067,0.40244,0.79417,0.5328,3.00866,0.08507,1.19097,0.42074,0.84295,0.56226,2.93908,0.08771
148,2400,1.23603,0.34917,0.77587,0.5101,2.91563,0.08425,1.17908,0.37324,0.78824,0.52848,2.97969,0.08093,1.16884,0.37348,0.79179,0.52477,2.89866,0.08332,1.14198,0.40258,0.80168,0.53271,2.94624,0.08501,1.14755,0.4209,0.75548,0.5623,2.93574,0.08773
149,2400,1.23096,0.34931,0.76899,0.51027,2.88005,0.08429,1.18541,0.37328,0.76151,0.52864,2.90089,0.08096,1.25152,0.37344,0.7695,0.52492,2.92656,0.08336,1.17945,0.40265,0.74216,0.53298,2.99336,0.08496,1.19521,0.42089,0.7437,0.56244,2.91988,0.08773
150,2400,1.21241,0.34938,0.79067,0.51029,2.88947,0.08441,1.16871,0.37348,0.80296,0.52866,2.90444,0.08094,1.18086,0.37371,0.79417,0.52488,2.94185,0.08334,1.14829,0.40294,0.74825,0.53324,3.00215,0.08491,1.08855,0.42135,0.76433,0.56248,2.92276,0.08778
151,2400,1.23295,0.34962,0.79064,0.51031,2.87032,0.0844,1.14746,0.37371,0.72952,0.52896,2.93497,0.0809,1.18645,0.37386,0.74487,0.52514,2.95895,0.08331,1.1753,0.40302,0.72633,0.53356,2.94902,0.08498,1.17685,0.42135,0.65945,0.56312,2.98307,0.08769
152,2400,1.2361,0.3498,0.78826,0.5103,2.8688,0.08442,1.19418,0.37378,0.73543,0.52916,2.9167,0.08089,1.18834,0.37396,0.76211,0.52531,2.9778,0.08331,1.14422,0.40322,0.71848,0.53388,2.99499,0.08497,1.21443,0.42131,0.73683,0.56331,2.92745,0.08779
153,2400,1.2242,0.34996,0.79059,0.51031,2.90208,0.08444,1.17476,0.37386,0.76835,0.52922,2.91481,0.08094,1.22143,0.37395,0.79987,0.5252,2.96611,0.08333,1.15089,0.40328,0.7649,0.53393,2.88536,0.08509,1.14241,0.42142,0.73222,0.56348,2.84957,0.08793
154,2400,1.24044,0.35007,0.771,0.51038,2.90754,0.08451,1.12713,0.37421,0.72614,0.52949,2.94528,0.08094,1.18277,0.37407,0.75483,0.52537,2.94066,0.08336,1.11428,0.40365,0.69744,0.53433,2.98288,0.08509,1.10058,0.42175,0.7176,0.56357,2.86619,0.08805
155,2400,1.24661,0.35019,0.80973,0.51043,2.92558,0.08449,1.19022,0.37446,0.79929,0.52946,2.97094,0.08087,1.1868,0.3742,0.79126,0.52535,2.93041,0.08339,1.16011,0.40401,0.80373,0.53429,3.01548,0.0851,1.19074,0.42192,0.77113,0.56362,2.93047,0.08803
156,2400,1.22105,0.35049,0.78513,0.51051,2.86954,0.08455,1.08365,0.37503,0.77822,0.52958,2.86098,0.08092,1.09183,0.37473,0.80336,0.52524,2.87841,0.0835,1.0238,0.40456,0.78552,0.53429,2.90694,0.0852,1.00117,0.42262,0.77299,0.56373,2.98018,0.08814
157,2400,1.25354,0.35048,0.79065,0.51057,2.89077,0.08463,1.16051,0.37518,0.77292,0.5296,2.90694,0.08095,1.16539,0.37499,0.7457,0.52543,2.92929,0.08348,1.21821,0.4045,0.77289,0.53443,2.97088,0.08521,1.17254,0.4227,0.74783,0.56383,2.87744,0.08824
158,2400,1.26692,0.35043,0.77453,0.51066,2.88187,0.0847,1.1963,0.37525,0.74379,0.52973,2.90673,0.081,1.23889,0.37493,0.76235,0.52546,2.9566,0.0835,1.22475,0.4045,0.79298,0.53452,2.98033,0.08524,1.19331,0.42284,0.74844,0.56388,2.90104,0.0883
159,2400,1.23643,0.35057,0.77599,0.51065,2.85419,0.08479,1.21752,0.37526,0.75071,0.52985,2.92102,0.08103,1.2266,0.37488,0.77089,0.52558,2.9655,0.08341,1.21852,0.4046,0.75159,0.53461,2.94714,0.08527,1.22555,0.42276,0.73631,0.56388,2.90381,0.08836
160,2400,1.24021,0.35054,0.8014,0.5107,2.84987,0.08477,1.1579,0.37555,0.74358,0.53003,2.98495,0.08096,1.16001,0.37525,0.7544,0.52575,2.97008,0.08336,1.15122,0.40493,0.7561,0.5347,2.86942,0.08534,1.10382,0.42315,0.69913,0.56421,2.88842,0.08841
161,2400,1.21925,0.3507,0.77671,0.5107,2.92284,0.08475,1.09801,0.37602,0.75859,0.53012,2.95494,0.08097,1.12367,0.3756,0.77539,0.52574,2.93781,0.08335,1.04741,0.40548,0.73159,0.53492,2.89447,0.0854,1.05284,0.4236,0.7605,0.56412,2.89544,0.08853
162,2400,1.24246,0.35082,0.78538,0.51069,2.92061,0.08484,1.16648,0.37615,0.73479,0.5303,2.95406,0.08093,1.19912,0.37559,0.74066,0.52587,2.92883,0.08334,1.14218,0.40561,0.76972,0.535,2.95977,0.08537,1.2515,0.42335,0.72702,0.56426,2.90203,0.08867
163,2400,1.26012,0.35081,0.79197,0.51051,2.84842,0.08488,1.14232,0.37638,0.72632,0.53052,2.94753,0.08088,1.18699,0.3757,0.7696,0.52594,2.92834,0.08333,1.07158,0.406,0.73314,0.53521,2.86759,0.08544,1.05189,0.42366,0.7336,0.56439,2.98517,0.08862
164,2400,1.23223,0.35086,0.80822,0.51041,2.84866,0.08491,1.14608,0.37667,0.72579,0.5308,2.89416,0.08094,1.17429,0.3759,0.77105,0.52598,2.94608,0.08333,1.09899,0.40638,0.70966,0.53557,2.97324,0.08548,1.10463,0.424,0.69436,0.56464,2.88461,0.08866
165,2400,1.21704,0.35102,0.77468,0.51039,2.90187,0.08496,1.17626,0.3768,0.75804,0.53082,2.87533,0.08097,1.15628,0.37599,0.75715,0.52604,2.95396,0.08334,1.11652,0.40658,0.74503,0.53572,2.9525,0.08547,1.09216,0.42418,0.74876,0.56475,2.89286,0.08875
166,2400,1.26594,0.35088,0.77716,0.5104,2.87785,0.08503,1.13328,0.37707,0.69747,0.53118,2.94959,0.08094,1.17479,0.37613,0.75705,0.52612,3.01187,0.08324,1.1055,0.40694,0.70244,0.53611,2.93066,0.08542,1.07473,0.42462,0.66386,0.56518,3.09567,0.08873
167,2400,1.2251,0.35108,0.77771,0.51053,2.92475,0.08499,1.16035,0.37729,0.74507,0.53133,2.9164,0.08099,1.19438,0.3763,0.76277,0.52625,2.92198,0.08325,1.10705,0.4071,0.71996,0.53631,2.98775,0.08547,1.16008,0.42473,0.70391,0.56545,2.93148,0.08872
168,2400,1.21538,0.35121,0.80971,0.51041,2.88438,0.08505,1.2106,0.37725,0.78101,0.53131,2.93528,0.08094,1.20247,0.37635,0.77883,0.52623,2.90988,0.08329,1.17396,0.40707,0.75136,0.53641,2.90904,0.08546,1.20618,0.42461,0.75605,0.56533,2.8997,0.08882
169,2400,1.21142,0.35137,0.79072,0.51045,2.90202,0.08511,1.1018,0.37772,0.77105,0.5313,2.94015,0.08094,1.10934,0.37677,0.78687,0.52612,2.88141,0.08336,1.0632,0.40747,0.77999,0.53639,2.95943,0.08548,1.01953,0.42512,0.74794,0.56533,2.96957,0.08886
170,2400,1.24051,0.35136,0.8014,0.51049,2.86311,0.08511,1.13745,0.37795,0.79237,0.53126,2.92162,0.08099,1.10921,0.37716,0.78825,0.52609,3.01116,0.08333,1.10281,0.40772,0.81583,0.53624,2.9614,0.08552,1.07332,0.42552,0.84872,0.56509,3.04174,0.08877
171,2400,1.25813,0.35123,0.78454,0.51042,2.8333,0.08517,1.21254,0.37789,0.74871,0.53128,2.88557,0.08103,1.22722,0.37717,0.70997,0.52641,2.95627,0.08335,1.14741,0.40788,0.73115,0.53645,2.9436,0.08554,1.19752,0.42556,0.74316,0.56527,3.01469,0.08872
172,2400,1.24394,0.35121,0.79054,0.51032,2.85608,0.08518,1.14837,0.37804,0.80208,0.53113,2.87617,0.0811,1.18563,0.37728,0.82297,0.5262,2.91653,0.08336,1.13105,0.40798,0.80081,0.53621,2.89674,0.08558,1.10518,0.42571,0.79227,0.56505,2.85017,0.08876
173,2400,1.21894,0.35125,0.78331,0.51037,2.85229,0.08525,1.21139,0.37806,0.7775,0.53112,2.9694,0.08104,1.19379,0.37735,0.7814,0.5262,2.94051,0.08335,1.1712,0.40808,0.74073,0.53645,2.9816,0.08556,1.1515,0.42588,0.78064,0.56492,2.90707,0.08876
174,2400,1.22805,0.35138,0.78435,0.51038,2.89459,0.08526,1.16384,0.37826,0.76281,0.53118,2.87577,0.0811,1.15494,0.37745,0.75428,0.52631,2.87746,0.08345,1.06001,0.40857,0.72261,0.53667,2.89455,0.08565,1.17068,0.42604,0.74344,0.56507,2.89164,0.08886
175,2400,1.2451,0.35134,0.77896,0.51041,2.84345,0.08527,1.18213,0.37831,0.69805,0.53148,2.94471,0.0811,1.17785,0.37751,0.76437,0.52642,2.88977,0.08348,1.12841,0.40874,0.69846,0.53699,3.06067,0.08557,1.18368,0.42606,0.65056,0.56548,2.92223,0.08886
