batch,loss_L0_age_bin,loss_L0_gender,loss_L0_star_sign,loss_L4_age_bin,loss_L4_gender,loss_L4_star_sign,loss_L8_age_bin,loss_L8_gender,loss_L8_star_sign,loss_L12_age_bin,loss_L12_gender,loss_L12_star_sign,loss_L16_age_bin,loss_L16_gender,loss_L16_star_sign,loss_L20_age_bin,loss_L20_gender,loss_L20_star_sign,loss_L24_age_bin,loss_L24_gender,loss_L24_star_sign
618,1.03395,0.65714,2.47458,0.8203,0.66193,2.3946,0.74599,0.52861,2.34286,0.7323,0.61915,2.58315,0.88532,0.52571,2.30987,0.68113,0.50591,2.36391,0.91957,0.51881,2.5825
619,0.98137,0.69105,2.47104,0.77428,0.66256,2.41762,0.74748,0.59424,2.38271,0.75525,0.65368,2.72617,0.90124,0.58904,2.41585,0.67851,0.61768,2.41756,0.71168,0.66554,2.56803
620,1.01017,0.67615,2.48689,0.80302,0.64882,2.44761,0.7898,0.53912,2.37193,0.76717,0.61407,2.73483,0.89418,0.51545,2.35578,0.75817,0.52327,2.43927,0.79898,0.5526,2.58439
621,0.97952,0.66899,2.46265,0.79928,0.66224,2.41749,0.75596,0.58668,2.40242,0.72855,0.63259,2.67954,0.84132,0.57217,2.38257,0.70053,0.55914,2.48524,0.82437,0.53856,2.62624
622,1.02684,0.66284,2.50022,0.92053,0.65968,2.45316,0.88856,0.59752,2.40799,0.83511,0.64475,2.70513,0.92163,0.57282,2.43012,0.82522,0.57141,2.46733,0.86623,0.65736,2.59308
623,1.00618,0.66016,2.50163,0.7853,0.66808,2.44311,0.71821,0.58845,2.39326,0.70854,0.64007,2.56748,0.8898,0.56744,2.41038,0.69734,0.56843,2.3717,0.74718,0.61727,2.4905
624,0.99045,0.64881,2.46508,0.8599,0.66532,2.40819,0.77882,0.60142,2.34937,0.75215,0.63402,2.7877,0.94766,0.61303,2.3998,0.8009,0.61434,2.44263,0.79401,0.65672,2.5966
625,1.02421,0.6941,2.47571,0.81054,0.6562,2.4006,0.75782,0.56259,2.38146,0.77027,0.64239,2.53789,0.90363,0.57231,2.34661,0.73245,0.54805,2.39974,0.87295,0.65922,2.51013
626,1.01077,0.67119,2.46505,0.84141,0.67853,2.34939,0.85464,0.6318,2.27922,0.80363,0.67266,2.5557,0.91334,0.60497,2.30492,0.8135,0.62337,2.38833,0.83655,0.68069,2.59433
627,0.99661,0.65604,2.49021,0.78439,0.63605,2.43668,0.7525,0.58308,2.41738,0.76394,0.64246,2.67283,0.91285,0.59663,2.41809,0.74584,0.57313,2.48406,0.81441,0.65672,2.60786
628,1.01052,0.67265,2.50022,0.85921,0.68314,2.42114,0.79048,0.6033,2.41928,0.7409,0.66477,2.72477,0.90804,0.61336,2.39443,0.69458,0.5984,2.45891,0.79529,0.70884,2.55775
629,1.0336,0.67173,2.49458,0.78714,0.65996,2.42137,0.72362,0.58492,2.41697,0.74915,0.63298,2.6657,0.88701,0.62043,2.34895,0.70285,0.60421,2.48029,0.80539,0.62444,2.65374
630,1.00953,0.66976,2.45277,0.83406,0.67806,2.38405,0.76558,0.59091,2.35539,0.75217,0.64753,2.65706,0.92365,0.5979,2.31877,0.73437,0.61118,2.37947,0.83079,0.71332,2.55867
631,0.9997,0.68014,2.48375,0.81638,0.68298,2.39434,0.76091,0.53488,2.3468,0.76043,0.6445,2.5578,0.8846,0.52345,2.32933,0.69896,0.5069,2.38129,0.86369,0.54806,2.46394
632,1.00999,0.63624,2.44656,0.84947,0.67269,2.42139,0.82836,0.545,2.38957,0.83037,0.6255,2.5635,0.92437,0.54457,2.37831,0.84677,0.54401,2.4171,0.93032,0.61724,2.55721
633,1.05684,0.67596,2.46191,0.85061,0.65569,2.41587,0.84145,0.58546,2.38276,0.7836,0.65121,2.53018,0.97258,0.58005,2.37541,0.77864,0.55183,2.40002,0.80694,0.61344,2.596
634,1.03581,0.71099,2.47235,0.87244,0.66546,2.40015,0.82442,0.5443,2.3236,0.76648,0.65768,2.61632,0.93115,0.55041,2.33449,0.76644,0.5342,2.41528,0.86595,0.60131,2.53702
635,1.01584,0.65227,2.49217,0.8256,0.63508,2.46996,0.82803,0.53518,2.41098,0.8394,0.61467,2.6145,0.89234,0.51931,2.37549,0.85321,0.53287,2.44351,0.85453,0.55094,2.58331
636,1.00176,0.64722,2.46648,0.85663,0.64915,2.37688,0.76758,0.55602,2.37088,0.7489,0.62259,2.52575,0.879,0.53892,2.36335,0.68864,0.51535,2.37155,0.7535,0.57627,2.55004
637,1.01337,0.683,2.48825,0.82824,0.65616,2.41092,0.77356,0.60246,2.3644,0.79569,0.64585,2.53423,0.89668,0.58883,2.39623,0.75584,0.59796,2.47656,0.84656,0.65259,2.51823
638,1.02341,0.66444,2.47944,0.84947,0.64839,2.43255,0.81128,0.55593,2.36791,0.79546,0.64411,2.57946,0.92178,0.5496,2.36456,0.794,0.53603,2.46006,0.91723,0.61317,2.55654
639,1.00561,0.69995,2.4596,0.84157,0.66658,2.40846,0.7399,0.55274,2.38664,0.75573,0.64241,2.70945,0.8566,0.54028,2.37128,0.70583,0.54829,2.41151,0.85246,0.60168,2.5967
640,1.09213,0.67359,2.47542,0.90728,0.66374,2.41353,0.86077,0.5971,2.34405,0.87189,0.65382,2.51681,0.93554,0.59274,2.33472,0.82176,0.60373,2.39997,0.84298,0.65822,2.48908
641,0.99906,0.66967,2.47151,0.81976,0.63292,2.42539,0.76399,0.51544,2.35591,0.80685,0.60632,2.74079,0.84628,0.51587,2.35312,0.78159,0.54432,2.39914,0.87602,0.59347,2.54337
642,1.01996,0.69348,2.45633,0.82414,0.64728,2.41675,0.7991,0.55039,2.3986,0.78362,0.61278,2.60191,0.90478,0.52084,2.35456,0.78003,0.52415,2.44174,0.8632,0.65749,2.629
643,1.01124,0.65306,2.48199,0.83492,0.64294,2.44265,0.77569,0.50685,2.33407,0.77172,0.58342,2.65,0.9181,0.50415,2.36295,0.7446,0.49951,2.4114,0.88866,0.52407,2.59974
644,1.02264,0.6706,2.50466,0.8467,0.65697,2.46155,0.7673,0.56915,2.41401,0.75647,0.62202,2.80393,0.87644,0.5626,2.42177,0.75699,0.5542,2.49462,0.88117,0.57039,2.61524
645,1.04749,0.68668,2.48781,0.85605,0.65893,2.42882,0.78561,0.53101,2.36839,0.773,0.63591,2.50734,0.94431,0.49587,2.39834,0.83576,0.47683,2.40541,0.80143,0.55767,2.52998
646,1.01168,0.67535,2.46616,0.81751,0.65982,2.37864,0.77267,0.59187,2.32941,0.77405,0.64434,2.63392,0.91768,0.5879,2.34738,0.83073,0.58222,2.37129,0.93214,0.60872,2.49886
647,0.96149,0.6797,2.46539,0.74812,0.65636,2.41239,0.71749,0.69437,2.39282,0.68903,0.68573,2.69665,0.8306,0.69652,2.38296,0.71329,0.71764,2.45208,0.86084,0.80346,2.59352
648,1.00347,0.67679,2.44863,0.85018,0.65461,2.36821,0.75886,0.59282,2.34017,0.77004,0.65685,2.56694,0.91771,0.60593,2.32495,0.71745,0.59665,2.40903,0.81949,0.65834,2.62918
649,0.96523,0.65167,2.44677,0.82896,0.63351,2.3815,0.76182,0.52952,2.33093,0.74535,0.61687,2.64473,0.906,0.50518,2.35237,0.74152,0.52071,2.36396,0.8148,0.54006,2.59885
650,1.01462,0.65337,2.47556,0.79625,0.64105,2.43483,0.74348,0.57944,2.35807,0.73834,0.63527,2.56622,0.92949,0.58281,2.35728,0.70094,0.57218,2.46768,0.75318,0.57066,2.57274
651,1.00219,0.67279,2.462,0.80219,0.63569,2.38614,0.74496,0.56549,2.35271,0.73125,0.6235,2.64302,0.88815,0.53557,2.34581,0.72645,0.54466,2.39532,0.80057,0.60946,2.58021
652,0.93771,0.6625,2.46418,0.8434,0.67451,2.42006,0.76659,0.60742,2.38999,0.72666,0.65048,2.72957,0.91457,0.61944,2.38009,0.78601,0.6238,2.42699,0.81435,0.62099,2.5549
653,1.02951,0.67647,2.46622,0.84994,0.62845,2.3992,0.73828,0.57026,2.32689,0.75185,0.62731,2.54934,0.89407,0.5525,2.3206,0.77576,0.54781,2.39054,0.83388,0.59711,2.66637
654,1.02653,0.62445,2.48324,0.84383,0.65509,2.42191,0.81974,0.56758,2.37447,0.77793,0.6063,2.5878,0.85936,0.55773,2.39686,0.73095,0.56478,2.43998,0.74627,0.58061,2.57572
655,1.00947,0.68547,2.46699,0.77164,0.66551,2.3863,0.72214,0.59583,2.33267,0.68998,0.66189,2.55402,0.85061,0.60337,2.34294,0.68404,0.6342,2.38027,0.71766,0.68066,2.50747
656,0.98649,0.67299,2.47066,0.84868,0.6645,2.4047,0.81425,0.54154,2.36544,0.7987,0.6345,2.64519,0.91267,0.51637,2.35537,0.79539,0.52951,2.43209,0.77382,0.56434,2.61554
657,1.01301,0.63632,2.48458,0.89111,0.61299,2.42116,0.82886,0.52148,2.3918,0.82449,0.59343,2.73662,0.91761,0.52696,2.40216,0.77095,0.54174,2.52454,0.93603,0.5608,2.69625
658,1.01195,0.66527,2.47079,0.81394,0.6891,2.45222,0.86049,0.58745,2.47168,0.80475,0.63945,2.6569,0.91267,0.58084,2.47672,0.83172,0.58248,2.44396,0.95161,0.61422,2.6856
659,0.9646,0.66455,2.46461,0.74609,0.63875,2.38644,0.75766,0.54896,2.35408,0.74421,0.61352,2.56024,0.84876,0.56613,2.3448,0.74319,0.54529,2.44342,0.72951,0.61653,2.65218
660,0.99397,0.62683,2.4827,0.8631,0.59906,2.46118,0.80991,0.55455,2.42312,0.86037,0.58798,2.61467,0.9104,0.55101,2.46815,0.81097,0.49523,2.49133,0.84431,0.56472,2.51564
661,1.06734,0.66499,2.4803,0.90964,0.63543,2.4139,0.83447,0.55379,2.34748,0.79612,0.60921,2.87238,0.97072,0.53618,2.3517,0.82833,0.54977,2.42995,0.92827,0.56333,2.75854
662,0.97905,0.65737,2.46349,0.76529,0.64655,2.35142,0.72595,0.52095,2.29945,0.70072,0.60927,2.48384,0.84269,0.5183,2.28574,0.68462,0.55898,2.33461,0.71472,0.56909,2.51739
663,0.99444,0.63354,2.49407,0.83808,0.62816,2.41901,0.72569,0.52754,2.36466,0.72408,0.57367,2.65915,0.89242,0.49771,2.35957,0.67872,0.51082,2.43166,0.73783,0.58492,2.72895
664,1.0121,0.66461,2.46188,0.87524,0.67432,2.33844,0.76408,0.53724,2.2801,0.76152,0.63263,2.56961,0.91158,0.52651,2.29391,0.72398,0.50842,2.37842,0.79134,0.61151,2.53618
665,1.07526,0.67238,2.46628,0.86106,0.6408,2.37536,0.74622,0.53935,2.2894,0.71659,0.6309,2.71974,0.8862,0.54748,2.33584,0.68072,0.51267,2.39584,0.81737,0.57862,2.43881
666,0.99354,0.68747,2.45155,0.77388,0.64562,2.39229,0.7134,0.55079,2.36244,0.70047,0.63207,2.61558,0.89748,0.58717,2.32126,0.6898,0.57749,2.42187,0.70755,0.59772,2.46059
667,1.03887,0.65829,2.50725,0.83046,0.62739,2.44072,0.75947,0.59739,2.41541,0.74991,0.62004,2.5091,0.89693,0.5468,2.38839,0.72216,0.5405,2.49203,0.76409,0.63575,2.65976
668,1.05831,0.69891,2.4795,0.85404,0.67549,2.41232,0.78399,0.59578,2.28246,0.79062,0.65677,2.66865,0.94646,0.56743,2.30851,0.77107,0.5506,2.4191,0.86936,0.75985,2.88144
669,0.97931,0.6719,2.4708,0.8964,0.63741,2.41252,0.83982,0.54306,2.34508,0.81684,0.60529,2.78338,0.90651,0.47786,2.3301,0.8518,0.50771,2.35774,0.91244,0.56636,2.62067
670,1.00614,0.67628,2.47499,0.85752,0.70496,2.39875,0.8047,0.54355,2.32744,0.75981,0.63598,2.64766,0.92781,0.53678,2.34014,0.78269,0.54326,2.40142,0.89819,0.63897,2.66135
671,1.0014,0.68748,2.48088,0.80172,0.65713,2.39936,0.74766,0.58128,2.35852,0.69953,0.6484,2.7673,0.90983,0.56142,2.35007,0.67281,0.57524,2.40067,0.77604,0.61951,2.54519
672,1.00865,0.69966,2.48799,0.87487,0.67745,2.42308,0.76775,0.57165,2.38587,0.77617,0.65895,2.80505,0.88433,0.58638,2.34508,0.73996,0.58707,2.39612,0.77611,0.68586,2.58632
673,0.98574,0.66631,2.4462,0.88175,0.68531,2.36702,0.81327,0.57197,2.31817,0.79323,0.6244,2.63432,0.89575,0.55538,2.30757,0.7839,0.56434,2.38802,0.80151,0.64451,2.51663
674,1.06779,0.68611,2.46415,0.83777,0.6444,2.40543,0.77601,0.55178,2.37269,0.80778,0.63137,2.76856,0.92438,0.58511,2.39946,0.80322,0.54392,2.38877,0.77581,0.53482,2.78319
675,0.98207,0.6632,2.46346,0.83919,0.64735,2.42676,0.80545,0.58005,2.3684,0.78058,0.62189,2.73067,0.85322,0.56609,2.34403,0.75244,0.58586,2.38996,0.74341,0.66435,2.55389
676,1.03807,0.67434,2.47269,0.84327,0.6602,2.45745,0.79064,0.59663,2.41282,0.77538,0.63235,2.72298,0.86589,0.55741,2.40643,0.74444,0.59853,2.41162,0.75608,0.58026,2.51479
677,1.03517,0.65269,2.49238,0.7972,0.6622,2.4217,0.78054,0.54953,2.37551,0.75727,0.59769,2.68601,0.93206,0.55409,2.36809,0.83044,0.55414,2.39316,0.83534,0.58313,2.51274
678,1.06309,0.66785,2.47371,0.88485,0.68083,2.39716,0.80212,0.59822,2.31949,0.79416,0.62721,2.61174,0.91798,0.55951,2.3297,0.7987,0.57661,2.37636,0.8677,0.62366,2.53516
679,1.003,0.67275,2.46983,0.80205,0.67039,2.36922,0.76884,0.6417,2.28482,0.77856,0.66045,2.62146,0.85435,0.62724,2.31817,0.69158,0.64314,2.3779,0.6719,0.66015,2.53735
680,1.0225,0.66864,2.46816,0.78877,0.66392,2.41779,0.73105,0.64267,2.4163,0.75486,0.63774,2.89162,0.87384,0.6077,2.37111,0.73145,0.64873,2.41538,0.80704,0.69452,2.57609
681,0.9803,0.6536,2.46402,0.81026,0.66157,2.38113,0.7011,0.57427,2.32928,0.7036,0.64645,2.62032,0.90362,0.55038,2.33017,0.74105,0.53342,2.41698,0.77321,0.59363,2.4859
682,1.03279,0.66689,2.45909,0.85014,0.6559,2.40071,0.79092,0.61082,2.3183,0.8027,0.63115,2.62448,0.90542,0.56873,2.30969,0.79254,0.56084,2.36342,0.87961,0.60463,2.4862
683,0.98648,0.66084,2.46852,0.82137,0.64456,2.42629,0.70864,0.6097,2.3727,0.71687,0.62434,2.65082,0.86439,0.60396,2.39401,0.63629,0.60975,2.42808,0.70847,0.74445,2.53738
684,0.98093,0.66661,2.49864,0.85253,0.66291,2.44469,0.76083,0.58089,2.35603,0.75846,0.65398,2.91735,0.93129,0.57139,2.38679,0.77574,0.59079,2.44833,0.84219,0.59861,2.71016
685,0.99971,0.65372,2.4822,0.88079,0.64642,2.47457,0.81149,0.57676,2.42814,0.81573,0.62398,2.71532,0.96917,0.5311,2.42136,0.78525,0.54978,2.40891,0.83732,0.63686,2.78536
686,1.05836,0.64836,2.46477,0.86684,0.65153,2.41796,0.79552,0.61704,2.38393,0.77041,0.64203,2.59024,0.91397,0.58239,2.41478,0.751,0.60765,2.43775,0.86184,0.68345,2.5977
687,0.97703,0.6642,2.47152,0.85473,0.67254,2.38008,0.79615,0.57249,2.36946,0.79047,0.62253,2.73058,0.87241,0.56878,2.35356,0.77132,0.55393,2.41956,0.74157,0.6674,2.5218
688,0.96977,0.66378,2.47206,0.84581,0.66182,2.457,0.80463,0.54377,2.44242,0.80873,0.61785,2.73633,0.91985,0.51269,2.40275,0.76977,0.50985,2.41891,0.81021,0.62937,2.45158
689,0.93649,0.6574,2.45224,0.79454,0.64883,2.37918,0.78868,0.5136,2.27315,0.79796,0.60647,2.61899,0.85748,0.47192,2.25815,0.76257,0.50636,2.33676,0.8378,0.63606,2.53163
690,1.03923,0.69266,2.48565,0.86104,0.67276,2.39415,0.84627,0.55774,2.34342,0.8167,0.65848,2.47561,0.92085,0.56432,2.33654,0.83977,0.56187,2.44223,0.89809,0.70038,2.51938
691,1.01873,0.65847,2.4749,0.85116,0.63589,2.44142,0.76072,0.52161,2.42916,0.73346,0.60965,2.5916,0.9335,0.48713,2.42854,0.77103,0.4937,2.43355,0.82871,0.5385,2.60619
692,0.99774,0.68936,2.46219,0.84083,0.69401,2.42277,0.76312,0.5934,2.37918,0.77771,0.65466,2.55404,0.88465,0.59025,2.34259,0.69733,0.5559,2.39752,0.77782,0.68851,2.49358
693,1.0227,0.65736,2.46916,0.80386,0.64617,2.40899,0.75921,0.57553,2.35692,0.72906,0.63447,2.59057,0.85269,0.56763,2.35635,0.72,0.56275,2.42192,0.67405,0.66002,2.44378
694,0.98158,0.66952,2.46056,0.8602,0.65332,2.39054,0.81911,0.53005,2.36022,0.78918,0.59811,2.52591,0.92361,0.53172,2.32097,0.79761,0.52215,2.37623,0.83436,0.70371,2.52167
695,1.00287,0.67157,2.47963,0.78294,0.66133,2.41756,0.74015,0.6208,2.36802,0.74341,0.63484,2.7139,0.87846,0.59586,2.37069,0.70774,0.63575,2.41701,0.75798,0.67463,2.62216
696,0.99109,0.64875,2.47888,0.84079,0.63382,2.44036,0.81332,0.52359,2.38153,0.81217,0.63433,2.70516,0.88758,0.4959,2.3933,0.78938,0.52723,2.40533,0.87263,0.59419,2.53154
697,0.98766,0.6532,2.4783,0.80448,0.66352,2.40975,0.73384,0.52547,2.36391,0.71418,0.60949,2.56916,0.87312,0.51495,2.36541,0.71258,0.50187,2.40828,0.74829,0.65664,2.57903
698,0.99801,0.65223,2.45472,0.81501,0.67487,2.35977,0.73648,0.58093,2.30639,0.7454,0.63102,2.53798,0.93607,0.57583,2.32991,0.73807,0.59115,2.35418,0.91634,0.82044,2.49311
699,0.93172,0.68002,2.47989,0.72008,0.68863,2.43521,0.7543,0.58604,2.36304,0.72094,0.64749,2.63884,0.81112,0.56637,2.40123,0.75874,0.58593,2.44709,0.78551,0.62221,2.5452
700,1.02854,0.70496,2.46636,0.87292,0.66331,2.4372,0.79811,0.54844,2.3822,0.78733,0.65213,2.76715,0.93125,0.52496,2.38198,0.76505,0.58075,2.4255,0.75762,0.66428,2.64606
701,1.00872,0.68585,2.45619,0.89345,0.65562,2.36351,0.77114,0.56132,2.32274,0.78655,0.65381,2.55691,0.93004,0.5503,2.31065,0.72836,0.53467,2.37692,0.8842,0.63839,2.48508
702,1.07393,0.65997,2.47259,0.87395,0.64496,2.38718,0.81092,0.54166,2.3352,0.77454,0.60296,2.59052,0.90516,0.50617,2.2891,0.80049,0.52029,2.36914,0.96336,0.72132,2.43083
703,1.07205,0.65812,2.46744,0.79982,0.65681,2.49041,0.76641,0.63659,2.46226,0.74625,0.64698,2.54957,0.90457,0.62848,2.43693,0.76907,0.58872,2.52207,0.8661,0.7584,2.55393
704,0.98817,0.6456,2.46288,0.78556,0.64186,2.38281,0.69444,0.49753,2.33204,0.68115,0.59848,2.68473,0.83765,0.48255,2.34552,0.68944,0.47614,2.38956,0.78028,0.53127,2.56521
705,1.03382,0.66051,2.44228,0.81464,0.67468,2.33098,0.74173,0.5317,2.28653,0.73815,0.62152,2.5585,0.89599,0.52501,2.27869,0.7667,0.5004,2.3215,1.106,0.82901,2.40215
706,0.98435,0.66551,2.4419,0.89998,0.66653,2.34026,0.8209,0.59345,2.32062,0.80534,0.63729,2.49491,0.91095,0.54139,2.32672,0.7813,0.54586,2.34515,0.99932,0.80884,2.45176
707,1.00376,0.6359,2.44333,0.82376,0.65889,2.39387,0.77466,0.53185,2.34081,0.74514,0.61635,2.61508,0.89699,0.51622,2.36411,0.74597,0.51822,2.39685,0.78605,0.55981,2.59086
708,1.02918,0.67311,2.47884,0.80495,0.671,2.42787,0.82828,0.59994,2.39349,0.79392,0.64752,2.69991,0.92642,0.59598,2.37905,0.80455,0.618,2.45101,0.90577,0.76242,2.75323
709,1.03723,0.6569,2.44659,0.86057,0.66918,2.41,0.8179,0.59803,2.3846,0.80724,0.65411,2.66559,0.91441,0.57079,2.39696,0.87839,0.55504,2.46244,1.04682,0.85424,2.60151
710,1.0004,0.7164,2.46062,0.82455,0.66318,2.43488,0.75023,0.55791,2.41933,0.77456,0.65641,2.96575,0.92593,0.541,2.39395,0.7521,0.54246,2.50751,0.85282,0.70108,2.66419
711,1.00855,0.6836,2.47914,0.83353,0.66152,2.46026,0.77384,0.59424,2.42709,0.79738,0.65786,2.53875,0.8792,0.62512,2.41859,0.77563,0.6091,2.51871,0.76174,0.6816,2.61626
712,1.05812,0.66221,2.46945,0.85015,0.64399,2.40662,0.77199,0.61643,2.28479,0.77338,0.63098,2.69764,0.92943,0.61227,2.33325,0.68204,0.78322,2.40794,0.88199,0.73829,2.42481
713,0.96781,0.66216,2.47633,0.81415,0.66041,2.40309,0.7426,0.57678,2.39613,0.75496,0.61757,2.71159,0.85006,0.56943,2.41312,0.74545,0.55955,2.45708,0.73849,0.70058,2.60447
714,1.01245,0.69243,2.48107,0.89546,0.68929,2.46987,0.82435,0.66437,2.43839,0.77247,0.67775,2.65089,0.95777,0.62876,2.48741,0.80495,0.61056,2.50759,0.91302,0.79113,2.61662
715,1.01339,0.70539,2.43035,0.82159,0.67542,2.34064,0.73983,0.61082,2.27576,0.71409,0.66932,2.50929,0.88764,0.58317,2.2807,0.71755,0.60661,2.30862,0.86532,0.7064,2.53909
716,1.05272,0.6725,2.45773,0.83369,0.67034,2.3293,0.81388,0.58212,2.28949,0.81092,0.63561,2.47643,0.91851,0.59263,2.29443,0.78931,0.57644,2.36506,0.9175,0.63469,2.50024
717,0.9897,0.67743,2.44177,0.78141,0.66478,2.34506,0.74361,0.57738,2.30816,0.68378,0.65068,2.66998,0.85902,0.58963,2.26664,0.69484,0.60715,2.31867,0.74421,0.71881,2.36751
718,0.98298,0.64371,2.47796,0.79485,0.62258,2.44215,0.75144,0.47928,2.404,0.77324,0.57477,2.55874,0.88387,0.49452,2.38654,0.72555,0.49769,2.41967,0.82745,0.49302,2.63517
719,1.01762,0.64616,2.45451,0.82715,0.62161,2.34522,0.80818,0.52939,2.28154,0.78221,0.61098,2.74527,0.92115,0.54522,2.2856,0.80038,0.57463,2.32511,0.80092,0.65084,2.5683
720,0.99331,0.6476,2.4766,0.84482,0.64303,2.39767,0.86148,0.58642,2.35245,0.81012,0.62655,2.69347,0.88315,0.59109,2.38361,0.82476,0.58341,2.3908,0.89498,0.5948,2.70424
721,0.96212,0.6496,2.45231,0.79196,0.67346,2.38606,0.70753,0.47782,2.3568,0.69962,0.59761,2.55832,0.86291,0.51797,2.37079,0.71237,0.51507,2.39213,0.87367,0.56432,2.53516
722,0.99184,0.65293,2.47428,0.82444,0.6524,2.41234,0.7859,0.5614,2.36683,0.79102,0.6113,2.64824,0.86033,0.54917,2.40596,0.80334,0.5768,2.40416,0.81911,0.60496,2.60717
723,0.98433,0.73063,2.44285,0.83406,0.6752,2.37902,0.78557,0.63047,2.30973,0.74866,0.70719,2.6125,0.94961,0.63341,2.38894,0.71233,0.59936,2.42546,0.7491,0.6714,2.62389
724,0.96699,0.65862,2.46276,0.81175,0.64855,2.38834,0.77634,0.55755,2.35535,0.7403,0.63281,2.54102,0.88271,0.51501,2.34153,0.68957,0.50385,2.36892,0.86959,0.57092,2.40665
725,1.02886,0.66246,2.47555,0.88424,0.65116,2.39125,0.87458,0.51955,2.33035,0.85564,0.59416,2.57687,0.97914,0.48865,2.31463,0.86877,0.52787,2.34444,1.03078,0.551,2.38678
726,1.01344,0.65139,2.44757,0.83197,0.6523,2.38188,0.72161,0.5179,2.31839,0.74331,0.58983,2.47682,0.89336,0.57266,2.31305,0.80476,0.56348,2.4094,0.75184,0.623,2.4992
727,1.03796,0.67049,2.45687,0.86736,0.68379,2.38041,0.76946,0.57121,2.34433,0.76232,0.66813,2.62427,0.91425,0.56395,2.3192,0.76418,0.54312,2.35051,0.84875,0.5687,2.51004
728,0.99448,0.65174,2.45959,0.85018,0.65757,2.41492,0.71325,0.58337,2.44194,0.74259,0.63206,2.5578,0.86539,0.5772,2.43755,0.75322,0.58801,2.50799,0.98417,0.65066,2.59201
729,0.97753,0.63172,2.48076,0.7993,0.67389,2.38663,0.72474,0.56853,2.37783,0.71854,0.62885,2.58361,0.86508,0.55132,2.3505,0.71601,0.56778,2.39897,0.8494,0.58454,2.51178
730,1.00474,0.66102,2.46949,0.8129,0.68721,2.4139,0.71974,0.57328,2.33991,0.65915,0.60742,2.55431,0.87045,0.56396,2.35005,0.66184,0.57573,2.44061,0.7112,0.64952,2.53738
731,1.01195,0.67249,2.48775,0.86126,0.65197,2.44842,0.81107,0.62933,2.39546,0.82019,0.6576,2.62074,0.91986,0.61084,2.40187,0.83397,0.64486,2.44921,0.96027,0.70016,2.73465
732,1.0514,0.67706,2.48213,0.79278,0.67419,2.43894,0.72725,0.63054,2.32827,0.72504,0.64261,2.47657,0.89953,0.64579,2.34951,0.72632,0.6448,2.43498,0.82212,0.69326,2.63435
733,0.98986,0.65459,2.46264,0.79414,0.65282,2.38001,0.72904,0.53465,2.36514,0.7725,0.60119,2.49211,0.80733,0.52722,2.34426,0.73752,0.51372,2.44394,0.72472,0.59775,2.6529
734,0.9606,0.65616,2.48104,0.88833,0.67686,2.41977,0.84818,0.55446,2.33274,0.83203,0.61211,2.50857,0.87285,0.54479,2.37318,0.73989,0.53648,2.44612,0.88377,0.70552,2.62532
735,1.01168,0.65261,2.48763,0.87239,0.65691,2.47873,0.76657,0.54824,2.42716,0.76958,0.63828,2.52018,0.90085,0.53173,2.3826,0.7616,0.52672,2.46706,0.86955,0.61351,2.4855
736,1.02517,0.67089,2.48161,0.84191,0.63643,2.3491,0.79352,0.5857,2.28824,0.7709,0.63683,2.42099,0.89589,0.55187,2.25445,0.76443,0.5472,2.35168,0.87553,0.61509,2.44043
737,0.99637,0.66984,2.50131,0.82624,0.6388,2.47212,0.76992,0.59083,2.4487,0.77828,0.61055,2.51444,0.93152,0.57407,2.4289,0.74228,0.57524,2.45454,0.78326,0.64882,2.63862
738,1.01676,0.67479,2.45151,0.84887,0.66768,2.36486,0.79471,0.5773,2.33366,0.78237,0.64195,2.56431,0.90589,0.58286,2.37353,0.77226,0.5735,2.37123,0.78546,0.62879,2.52209
739,0.97212,0.68665,2.46929,0.8469,0.69582,2.46922,0.74927,0.59711,2.45464,0.68399,0.65732,2.63055,0.86777,0.59149,2.44322,0.69944,0.61481,2.45399,0.703,0.64005,2.683
740,0.97104,0.65116,2.42688,0.79949,0.63156,2.35796,0.71333,0.58359,2.29435,0.73285,0.61961,2.46915,0.85525,0.55886,2.32376,0.74202,0.54926,2.32998,0.81706,0.60516,2.33687
741,1.01046,0.66653,2.47756,0.95076,0.65003,2.40848,0.91242,0.5697,2.38968,0.91,0.63345,2.54696,0.93309,0.56523,2.417,0.85369,0.58331,2.42148,0.92003,0.58159,2.58558
742,1.01719,0.67946,2.50141,0.77824,0.65023,2.44938,0.72021,0.59525,2.35778,0.69387,0.64367,2.69251,0.84067,0.55073,2.35716,0.70838,0.55997,2.40746,0.69437,0.6517,2.5205
743,1.01735,0.68557,2.47194,0.81023,0.65185,2.33651,0.76174,0.55618,2.26629,0.69997,0.62032,2.51322,0.90523,0.5658,2.31266,0.75321,0.52427,2.33946,0.86177,0.55774,2.43045
744,1.00644,0.66252,2.45411,0.75216,0.6602,2.4283,0.73111,0.53343,2.43449,0.70614,0.62829,2.5285,0.86446,0.57006,2.40821,0.65527,0.54906,2.46075,0.69185,0.57307,2.58803
745,1.0145,0.64274,2.47137,0.75999,0.66616,2.41371,0.68444,0.54634,2.34549,0.69894,0.63162,2.65345,0.83831,0.54989,2.37731,0.75958,0.5635,2.41329,0.75602,0.6367,2.5679
746,1.04187,0.64085,2.4389,0.83485,0.62297,2.33616,0.73686,0.49096,2.26936,0.74025,0.58755,2.60859,0.87321,0.47899,2.3243,0.683,0.46422,2.35309,0.72614,0.54491,2.49868
