batch,loss_L0_age_bin,loss_L0_gender,loss_L0_star_sign,loss_L4_age_bin,loss_L4_gender,loss_L4_star_sign,loss_L8_age_bin,loss_L8_gender,loss_L8_star_sign,loss_L12_age_bin,loss_L12_gender,loss_L12_star_sign,loss_L16_age_bin,loss_L16_gender,loss_L16_star_sign,loss_L20_age_bin,loss_L20_gender,loss_L20_star_sign,loss_L24_age_bin,loss_L24_gender,loss_L24_star_sign,loss_L28_age_bin,loss_L28_gender,loss_L28_star_sign
224,0.98617,0.67306,2.4779,1.06004,0.6871,2.39899,5.90934,3.37018,2.38781,1.00174,0.59373,2.31075,1.0852,0.61773,2.3863,0.68264,0.6053,25.87556,0.69079,0.73319,3.42766,0.6891,0.71333,2.58114
225,1.00691,0.68641,2.49449,1.05536,0.66732,2.43019,7.81168,1.54175,2.38754,1.04233,0.56384,2.36224,1.12033,0.55846,2.40359,0.7263,0.6298,22.90237,0.70523,0.70485,3.26869,0.77749,0.65079,2.60293
226,1.02258,0.67535,2.4564,1.05157,0.65422,2.34006,3.34018,1.80659,2.3284,1.0159,0.55164,2.31706,1.14842,0.54995,2.36432,0.71616,0.57925,26.52143,0.75583,0.61432,2.90338,0.73593,0.65685,2.55747
227,1.01764,0.6751,2.46507,0.99864,0.62572,2.38101,4.10532,3.79726,2.3746,1.04292,0.50109,2.33971,1.12573,0.54158,2.37488,0.73592,0.50364,26.53279,0.76869,0.61074,3.08232,0.7375,0.54848,2.38002
228,0.99444,0.68783,2.47012,1.0502,0.69234,2.38913,2.75391,1.45163,2.39002,1.07263,0.54525,2.37601,1.06944,0.53561,2.39512,0.73649,0.5945,24.46922,0.8143,0.66369,3.26567,0.79546,0.68965,2.51278
229,0.99793,0.67368,2.44978,1.01801,0.66533,2.35488,3.77175,1.90038,2.35315,0.99175,0.56137,2.37935,1.05678,0.56635,2.36882,0.70642,0.55158,26.1309,0.67905,0.62532,2.94041,0.74414,0.61387,2.46914
230,1.00364,0.65882,2.46171,1.03436,0.60978,2.36534,5.25562,2.34976,2.36737,1.03534,0.45873,2.38459,1.12613,0.45467,2.35057,0.70678,0.48431,33.4134,0.74557,0.62648,3.19135,0.76677,0.48435,2.43291
231,1.02699,0.6646,2.46888,1.02808,0.61418,2.34968,4.36097,1.37553,2.38957,0.99261,0.47714,2.40177,1.13269,0.45904,2.36821,0.6933,0.5019,34.74422,0.78762,0.54274,3.14287,0.78632,0.51818,2.51254
232,1.00119,0.67667,2.49924,0.97649,0.65354,2.46681,2.45605,1.69426,2.46611,0.97424,0.53701,2.46916,1.09017,0.5639,2.44273,0.6148,0.56466,25.74781,0.63269,0.77585,3.43885,0.62149,0.63916,2.62375
233,1.0079,0.65113,2.47319,0.99654,0.63537,2.35919,4.04137,2.02906,2.35638,1.0046,0.51896,2.35225,1.11717,0.51063,2.35721,0.64513,0.51773,22.05464,0.64734,0.57376,3.17394,0.66193,0.53418,2.39314
234,0.99677,0.69248,2.47076,1.04332,0.68728,2.41781,2.39258,2.30678,2.40829,0.96856,0.54137,2.42949,1.10215,0.54752,2.41021,0.6982,0.55654,29.96375,0.71246,0.60437,3.16414,0.69345,0.60554,2.59073
235,1.01317,0.67701,2.45667,1.02723,0.67878,2.39133,5.34243,1.26503,2.39045,1.01388,0.56337,2.40439,1.0801,0.59254,2.42356,0.63334,0.60696,35.36882,0.67284,0.80088,3.25117,0.68836,0.64441,2.47001
236,0.96398,0.69526,2.4631,0.99124,0.7044,2.32882,2.31376,1.89372,2.34452,0.89633,0.60593,2.32726,1.05561,0.59106,2.32724,0.68217,0.62556,31.39861,0.65464,0.73564,3.08808,0.70707,0.67657,2.39898
237,0.97502,0.63952,2.47393,0.95764,0.62526,2.41037,2.42738,1.68099,2.41893,1.04808,0.43888,2.44267,1.08795,0.42949,2.47425,0.6677,0.46803,21.06829,0.69664,0.54621,3.20604,0.7053,0.47816,2.58925
238,1.0352,0.64053,2.49452,1.00976,0.62796,2.40908,1.65608,1.34873,2.44379,1.00365,0.57628,2.44671,1.11686,0.58477,2.44123,0.59732,0.5944,18.62937,0.60712,0.67227,3.20895,0.65413,0.60286,2.46208
239,0.99712,0.64912,2.46423,1.04226,0.62218,2.35807,2.13461,1.25007,2.31335,1.01738,0.57013,2.37086,1.08147,0.58021,2.35035,0.7554,0.56818,20.61561,0.719,0.61341,3.04978,0.73585,0.62101,2.4557
240,0.96693,0.68442,2.47544,1.05479,0.66823,2.41285,2.41642,1.33264,2.36911,0.98413,0.52103,2.3172,1.07639,0.51151,2.35239,0.61796,0.52703,19.56293,0.63947,0.62507,3.25256,0.68834,0.51865,2.53798
241,0.95913,0.66358,2.49022,1.06619,0.66431,2.38528,2.30925,1.31072,2.38124,0.999,0.56915,2.39972,1.04338,0.56514,2.41799,0.8098,0.5577,24.98777,0.79765,0.79766,3.11933,0.81537,0.58918,2.51883
242,1.02587,0.65351,2.47436,1.05707,0.6258,2.39813,2.95964,2.06193,2.37693,0.96412,0.44347,2.35532,1.09235,0.44711,2.32756,0.60427,0.51305,19.91142,0.60451,0.59968,3.18038,0.63115,0.52388,2.48175
243,0.98985,0.68085,2.4587,1.01494,0.67323,2.34817,3.81171,2.17642,2.33779,1.0309,0.53379,2.33071,1.0923,0.53296,2.37176,0.67952,0.56345,23.39148,0.66494,0.57936,3.21317,0.61478,0.55282,2.4059
244,1.00052,0.68643,2.4581,1.00116,0.66861,2.24656,4.26601,1.75935,2.25977,0.99604,0.53918,2.21042,1.05753,0.54913,2.25792,0.7434,0.6025,19.97494,0.80232,0.63847,3.17346,0.77758,0.59555,2.31187
245,1.02356,0.66917,2.48666,0.99459,0.67094,2.28608,1.88474,1.64123,2.26414,1.00164,0.60747,2.27001,1.08683,0.57885,2.30449,0.95169,0.59949,22.94366,0.86885,0.67691,2.82087,0.90505,0.60343,2.34716
246,1.01959,0.66208,2.48124,1.05775,0.66998,2.43609,4.00931,1.5213,2.42806,1.05247,0.57776,2.45343,1.06415,0.59497,2.42977,0.73421,0.5959,23.26618,0.7368,0.7176,3.26783,0.71405,0.61617,2.54291
247,0.98488,0.65477,2.48165,1.02196,0.63405,2.38147,4.95469,1.43924,2.35979,0.98123,0.52935,2.40601,1.08003,0.49865,2.36609,0.6729,0.54357,29.01303,0.75109,0.61235,3.29338,0.75393,0.51393,2.40427
248,0.99124,0.65814,2.47981,0.98432,0.65117,2.33285,1.84224,1.19135,2.34938,0.99041,0.50162,2.36625,1.08353,0.52271,2.40472,0.56382,0.55385,31.18254,0.6089,0.60832,3.11201,0.62901,0.55129,2.47385
249,0.95388,0.67548,2.48791,0.98044,0.66056,2.32785,5.65518,1.92223,2.26778,0.97077,0.55916,2.2695,1.10583,0.56348,2.30372,0.72149,0.62653,23.22974,0.73139,0.68509,3.22303,0.80875,0.57541,2.29479
250,0.99438,0.64359,2.47412,1.04414,0.63006,2.37029,2.43445,1.30169,2.36018,0.96856,0.49948,2.31672,1.08873,0.48175,2.40396,0.64274,0.53185,17.66784,0.6444,0.58283,2.88568,0.73374,0.54089,2.44261
251,0.97288,0.64562,2.47066,1.01143,0.66267,2.36498,4.98013,1.49817,2.33564,1.00245,0.48191,2.28553,1.09282,0.48419,2.37229,0.70046,0.46973,19.36207,0.75051,0.5267,3.13569,0.69298,0.61623,2.49999
252,0.99717,0.67017,2.44014,1.00892,0.6701,2.37525,6.79074,1.75202,2.38456,1.06496,0.57138,2.34683,1.02468,0.56968,2.38796,0.81965,0.58476,19.68472,0.7878,0.62484,3.15148,0.78608,0.65453,2.46164
253,1.05689,0.65554,2.46126,1.04091,0.62852,2.44045,3.98456,2.112,2.37109,1.08306,0.52659,2.43455,1.04772,0.50081,2.40707,0.79515,0.52674,22.01816,0.85037,0.63277,3.11635,0.80868,0.59296,2.51639
254,0.97275,0.65725,2.4697,1.01244,0.65188,2.43253,7.10649,1.64975,2.39032,0.9424,0.51026,2.44207,1.07178,0.52687,2.43678,0.65188,0.48977,27.78973,0.62381,0.52258,3.00488,0.67318,0.60169,2.50467
255,1.03644,0.6606,2.46991,0.9775,0.63543,2.28791,8.07211,1.41094,2.27592,1.01188,0.46614,2.29858,1.09281,0.45713,2.31695,0.76517,0.49139,20.7569,0.84189,0.61634,3.10195,0.79907,0.54134,2.46652
256,0.97254,0.67227,2.48163,0.98222,0.66653,2.39349,13.84263,2.7648,2.38724,0.95856,0.54424,2.40809,1.08134,0.57064,2.41444,0.73313,0.55549,18.85462,0.81621,0.67547,3.12575,0.74203,0.61348,2.60153
257,1.02049,0.66051,2.46924,1.05998,0.6678,2.35415,12.73528,0.96988,2.3159,0.99277,0.56262,2.35182,1.03905,0.54486,2.32052,0.78175,0.54968,16.23652,0.73778,0.69382,3.04648,0.75091,0.57958,2.39371
258,0.97118,0.68779,2.46035,0.97735,0.68954,2.39532,3.74218,2.5987,2.31436,0.99582,0.57149,2.35927,1.03442,0.56365,2.38659,0.68958,0.60981,18.168,0.67136,0.66814,3.16293,0.68927,0.56739,2.44108
259,0.9688,0.65982,2.47392,0.98967,0.65891,2.30691,9.21569,1.38054,2.29531,0.94062,0.5319,2.26975,1.05502,0.5503,2.29134,0.81467,0.517,12.22681,0.82809,0.61571,3.07945,0.81289,0.58447,2.50476
260,1.04293,0.68739,2.46235,1.01903,0.68592,2.36029,13.78877,4.37194,2.30493,1.02208,0.58118,2.33382,1.05611,0.56946,2.37024,0.77429,0.59227,14.24508,0.79972,0.69027,3.14644,0.79543,0.63294,2.3968
261,1.03524,0.6256,2.45984,1.00886,0.6075,2.36217,13.02674,2.86638,2.35784,0.98803,0.4481,2.35137,1.05387,0.42792,2.37227,0.72129,0.44045,15.23363,0.75494,0.50294,3.0795,0.67934,0.46244,2.55341
262,1.041,0.6986,2.48481,0.99446,0.69192,2.48173,7.27038,7.05895,2.47079,1.02052,0.60512,2.54007,1.12082,0.56599,2.54623,0.75058,0.59135,22.11548,0.74051,0.66684,3.21971,0.76749,0.63636,2.61793
263,0.96351,0.71384,2.46811,0.98726,0.70134,2.32932,4.46075,5.43509,2.33654,0.9801,0.60887,2.30702,1.09386,0.6033,2.34239,0.55883,0.65797,20.32646,0.59627,0.75625,2.90826,0.67273,0.66834,2.35931
264,0.99631,0.67057,2.46684,0.97773,0.6623,2.34362,14.98874,2.17682,2.31076,0.95335,0.5156,2.33444,1.10744,0.51924,2.28017,0.64707,0.52376,25.12409,0.72413,0.54197,3.09755,0.70897,0.52675,2.41617
265,1.06515,0.67904,2.49828,0.97972,0.67809,2.49379,14.35344,2.26337,2.45543,0.97368,0.62329,2.50271,1.09875,0.62743,2.45166,0.76608,0.668,18.20082,0.75336,0.68235,3.01221,0.85907,0.63526,2.51976
266,1.02257,0.64517,2.47353,1.01624,0.64314,2.3576,9.95565,2.74132,2.30983,1.02758,0.51599,2.4108,1.07842,0.50647,2.31241,0.68487,0.48528,22.54932,0.69408,0.71309,3.06407,0.7664,0.533,2.4479
267,1.04723,0.66187,2.47289,1.03868,0.63579,2.39308,12.47652,1.62551,2.40917,1.05316,0.46798,2.31285,1.08965,0.47308,2.3754,0.64086,0.48654,26.53085,0.67355,0.59097,3.26857,0.69196,0.49138,2.3963
268,1.03035,0.6604,2.45611,1.03289,0.64954,2.3658,14.26548,4.59463,2.37575,1.02259,0.51606,2.33324,1.06494,0.52123,2.42916,0.75385,0.56126,24.46307,0.69601,0.67987,3.08792,0.80556,0.56618,2.52641
269,0.97708,0.68089,2.46903,1.01133,0.66982,2.39288,8.71003,1.6064,2.37122,0.94031,0.52027,2.38702,1.10413,0.54509,2.39647,0.794,0.566,30.39378,0.93723,0.60592,2.9051,0.7959,0.56917,2.55226
270,0.92393,0.65624,2.47229,0.94341,0.64984,2.33769,8.05846,5.64536,2.32009,0.94295,0.58952,2.33466,1.04264,0.55225,2.34702,0.59809,0.56743,29.86837,0.67265,0.76518,3.21273,0.63216,0.53088,2.43244
271,1.05941,0.69147,2.47155,1.04364,0.67174,2.36462,4.7582,4.8467,2.36871,1.08505,0.57871,2.31638,1.02397,0.58424,2.37475,0.67876,0.55712,26.63222,0.69889,0.58445,3.0385,0.73677,0.57622,2.43044
272,1.04621,0.67077,2.48848,1.01086,0.67695,2.41386,8.07656,4.14364,2.3541,1.04738,0.53103,2.39523,1.02041,0.56619,2.38736,0.70562,0.56606,27.63807,0.77143,0.57689,2.99357,0.81631,0.60331,2.48605
273,0.98821,0.64542,2.44398,0.99961,0.64953,2.3095,9.48928,2.4793,2.26271,0.94701,0.48494,2.29798,1.01095,0.49677,2.35002,0.69585,0.49445,21.45733,0.69797,0.62721,2.96573,0.76231,0.49467,2.43686
274,0.96821,0.66128,2.46708,1.04305,0.66382,2.32913,7.90731,4.60047,2.39489,0.99929,0.56138,2.35589,1.10963,0.53734,2.41666,0.77202,0.52051,19.93595,0.80069,0.52759,3.00522,0.80446,0.53016,2.42678
275,1.01695,0.69785,2.4864,1.0161,0.68837,2.43699,5.29076,4.91572,2.44852,1.01467,0.56675,2.44065,1.03402,0.53864,2.43286,0.64665,0.58097,17.19657,0.74528,0.68889,3.00155,0.7639,0.637,2.40675
276,0.96813,0.69591,2.47327,1.02818,0.69456,2.32702,1.4743,1.84238,2.33571,0.9759,0.59808,2.33821,1.16374,0.59983,2.38821,0.70196,0.57466,13.44415,0.82052,0.7602,3.21454,0.78278,0.60709,2.43007
277,0.95968,0.6753,2.46857,0.99926,0.67145,2.292,10.98223,1.88815,2.37898,1.00991,0.55483,2.3286,1.07473,0.5071,2.34692,0.73934,0.53163,18.56514,0.66826,0.67841,3.07495,0.71974,0.61261,2.42393
278,1.06889,0.69555,2.48299,1.06971,0.67547,2.39372,3.69046,3.82376,2.42144,0.99115,0.57765,2.40707,1.06735,0.5998,2.3926,0.66092,0.57068,21.56774,0.73097,0.72992,2.91111,0.68903,0.59214,2.46748
279,0.96373,0.67901,2.46362,0.97708,0.67539,2.30655,1.89116,1.11772,2.31788,0.90977,0.60025,2.28812,1.01849,0.54161,2.36238,0.69327,0.62486,24.44272,0.713,0.61953,3.09968,0.73952,0.62217,2.3466
280,0.98352,0.65831,2.48148,1.00004,0.65352,2.42502,5.45236,3.91499,2.41499,1.0449,0.52816,2.38498,1.12002,0.51343,2.48072,0.87859,0.5246,27.86558,0.88127,0.66542,3.00223,0.82141,0.56725,2.47827
281,1.03482,0.67454,2.47264,1.0349,0.66338,2.38672,7.3501,1.31952,2.38426,1.03456,0.60868,2.40542,1.11863,0.5426,2.4314,0.72355,0.59026,26.59321,0.80577,0.6264,3.06634,0.83677,0.60468,2.4577
282,1.00718,0.6717,2.46579,1.05655,0.65401,2.37719,2.74646,2.61608,2.37977,0.97829,0.56264,2.39705,1.0565,0.57928,2.39368,0.73687,0.5842,17.92035,0.78882,0.68467,3.32228,0.85025,0.60095,2.41596
283,1.0255,0.65662,2.49191,0.99463,0.64585,2.3532,5.77693,1.72679,2.371,0.98471,0.52584,2.37512,1.06821,0.52632,2.34474,0.68032,0.54153,21.6849,0.66391,0.63412,3.02025,0.70674,0.57377,2.45299
284,0.94775,0.69804,2.47959,0.97253,0.674,2.33887,8.85743,1.51054,2.37621,0.93767,0.56342,2.33848,1.01816,0.55814,2.39401,0.69537,0.61398,24.53177,0.6339,0.64797,3.16827,0.63042,0.72314,2.44785
285,1.01745,0.67921,2.45714,1.0076,0.68163,2.36986,6.45061,1.74384,2.37417,1.01095,0.5829,2.43075,1.07557,0.59542,2.37804,0.7465,0.64057,28.9354,0.75389,0.70365,3.04329,0.71996,0.69056,2.34616
286,1.01033,0.66206,2.46727,0.99077,0.6237,2.40218,3.03986,1.39668,2.37794,1.03587,0.57873,2.36923,1.06311,0.54831,2.41518,0.68012,0.52533,27.18732,0.62908,0.65481,2.88123,0.64481,0.57626,2.48025
287,1.02236,0.67233,2.48033,1.01359,0.65515,2.37944,3.9282,0.95509,2.39606,0.96337,0.53998,2.37805,1.04722,0.52981,2.37352,0.70683,0.53308,30.47225,0.69306,0.62564,3.13143,0.72933,0.55485,2.46036
288,0.99414,0.69134,2.44535,1.02095,0.68736,2.36952,3.24774,2.44454,2.33803,0.98932,0.55279,2.3359,1.05457,0.53826,2.38554,0.68482,0.50128,27.7245,0.73452,0.63129,2.95228,0.70807,0.60164,2.44103
289,1.00355,0.66972,2.46886,1.0384,0.63764,2.33255,4.03601,2.74039,2.35826,1.01984,0.4824,2.3198,1.07025,0.4708,2.33852,0.74817,0.55581,30.29021,0.75211,0.63468,2.89701,0.77042,0.58475,2.41949
290,1.04443,0.67833,2.46531,1.07364,0.65156,2.39115,2.11733,1.54558,2.38647,1.03593,0.52859,2.3563,1.10193,0.50797,2.34734,0.76219,0.52212,35.68466,0.7621,0.61944,2.81681,0.78735,0.58422,2.41895
291,1.05372,0.6709,2.46584,1.03931,0.64579,2.33777,5.51812,5.18348,2.37119,1.02428,0.53301,2.31895,1.10972,0.55308,2.30985,0.7959,0.52147,25.66342,0.79928,0.53147,3.12329,0.77219,0.57961,2.33226
292,1.00332,0.67043,2.45329,1.03198,0.66341,2.36876,3.74056,2.49901,2.38886,0.94999,0.54333,2.38113,1.09367,0.55678,2.44039,0.71395,0.55018,15.99886,0.75531,0.67863,2.93891,0.72059,0.63917,2.54233
293,0.98229,0.64837,2.46659,0.94764,0.61895,2.28882,5.83812,6.88647,2.26578,0.98344,0.41217,2.21577,1.02034,0.39885,2.3037,0.64911,0.44149,19.50023,0.68202,0.48407,3.08335,0.64121,0.4607,2.30197
294,1.01409,0.66932,2.46889,0.99709,0.67616,2.38132,8.42715,7.47069,2.39152,0.96276,0.54302,2.37998,1.08291,0.5565,2.43098,0.87151,0.54791,20.98632,0.81594,0.55583,3.0503,0.82144,0.55391,2.42762
295,0.97951,0.65772,2.47778,1.01609,0.652,2.41142,6.05726,0.99702,2.39305,0.97649,0.48335,2.42582,1.10873,0.48789,2.45576,0.74915,0.51477,25.044,0.74099,0.66806,3.04411,0.72733,0.58747,2.51281
296,1.0675,0.66081,2.47943,1.01639,0.65394,2.37152,2.03306,8.78559,2.41122,1.00229,0.54117,2.46113,1.11344,0.51025,2.47117,0.76666,0.49706,30.75541,0.77029,0.6795,3.16784,0.76591,0.68022,2.62056
297,0.99284,0.66301,2.49742,0.9924,0.65189,2.47389,6.03905,5.84874,2.41296,0.96501,0.55765,2.4554,1.08187,0.54095,2.4704,0.74635,0.57177,29.35992,0.75971,0.68374,3.0187,0.72327,0.56976,2.52547
298,0.96462,0.66593,2.48302,1.01634,0.63702,2.39401,2.46934,2.92892,2.39577,1.01459,0.52391,2.3951,1.08182,0.52111,2.43331,0.63319,0.54014,34.98265,0.72336,0.67494,2.95289,0.71271,0.52672,2.66491
299,1.01812,0.69713,2.46478,1.03175,0.66223,2.34592,3.96066,6.39447,2.35539,1.02417,0.56691,2.34191,1.06426,0.53739,2.37323,0.73123,0.55988,35.93758,0.67075,0.57856,3.12884,0.69608,0.6105,2.51307
300,0.98203,0.6706,2.48229,1.00339,0.63046,2.40265,1.82386,2.00499,2.36901,0.95577,0.4919,2.35522,1.0355,0.49677,2.4018,0.77019,0.53565,36.8572,0.89926,0.59819,2.86169,0.88715,0.63267,2.43179
301,1.00074,0.70132,2.46284,1.01182,0.66098,2.31093,2.77653,7.77531,2.32771,0.96183,0.54724,2.34775,1.00694,0.56218,2.33616,0.6662,0.57476,34.38743,0.65342,0.74768,2.92453,0.67156,0.65457,2.40562
302,0.98457,0.67958,2.4789,0.98342,0.65917,2.39731,4.04971,10.89979,2.34347,0.99428,0.48794,2.32895,1.06005,0.48094,2.3641,0.60547,0.51759,33.04113,0.65866,0.64328,2.92664,0.68031,0.56443,2.53143
303,1.02973,0.68652,2.47824,1.06557,0.65067,2.4873,4.54275,3.12237,2.4329,1.08417,0.58426,2.46429,1.07683,0.58618,2.46644,0.77872,0.60713,23.7729,0.77856,0.67523,2.92541,0.78953,0.6925,2.64389
304,1.05369,0.6485,2.46565,1.00176,0.63629,2.35686,4.28609,8.50956,2.39365,0.97059,0.47684,2.42919,1.03509,0.47223,2.40419,0.73756,0.48676,30.10666,0.78333,0.55407,2.91463,0.784,0.62326,2.41646
305,1.05577,0.6788,2.44575,1.03305,0.65232,2.30521,2.0497,16.40321,2.29575,1.01991,0.52611,2.35619,1.06888,0.47418,2.34992,0.70114,0.49708,24.67447,0.83268,0.60077,3.12865,0.78083,0.51968,2.33558
306,1.00138,0.68968,2.44527,1.00251,0.67116,2.35316,4.77769,15.8621,2.28996,0.94959,0.51245,2.28103,1.03461,0.54213,2.28938,0.75697,0.51258,31.12838,0.77727,0.64743,2.89904,0.71966,0.59598,2.45623
307,0.97934,0.67125,2.48161,0.97477,0.64708,2.38158,5.72841,7.13646,2.32208,0.887,0.55942,2.31535,1.05863,0.55872,2.35573,0.66369,0.57937,29.11168,0.6535,0.73535,2.9146,0.67661,0.6589,2.58521
308,0.96033,0.6676,2.48712,1.00631,0.62333,2.4584,2.55572,8.40838,2.41972,0.98573,0.50431,2.43377,0.99964,0.48471,2.49877,0.57947,0.48588,24.23816,0.62835,0.63863,2.91032,0.65987,0.54417,2.47895
309,1.02273,0.67222,2.50762,1.01079,0.66306,2.36695,7.64523,12.8563,2.3049,0.9728,0.55986,2.28667,1.03814,0.52466,2.31681,0.73663,0.55884,29.85297,0.78743,0.65968,2.98578,0.73237,0.55397,2.3928
310,1.0204,0.67933,2.47504,1.01875,0.67114,2.40585,8.96354,10.20677,2.39908,1.0322,0.51773,2.31633,1.06691,0.50518,2.37946,0.74394,0.51674,26.5425,0.72811,0.66865,2.90987,0.80861,0.5144,2.42287
311,1.0302,0.66102,2.47455,1.08962,0.65781,2.37313,6.77822,3.13605,2.40437,1.00679,0.57535,2.409,1.07918,0.57855,2.38163,0.72425,0.60383,32.51084,0.7279,0.7865,3.02188,0.66427,0.66821,2.67396
312,0.97064,0.65317,2.43479,0.98487,0.64808,2.41452,1.91216,10.04104,2.35395,0.97656,0.50738,2.35225,1.04294,0.51746,2.3357,0.6722,0.55989,18.45107,0.71271,0.70838,3.13122,0.75325,0.66471,2.60429
313,1.01549,0.69674,2.47554,0.99275,0.68433,2.36139,9.84297,16.60554,2.31419,0.97359,0.62112,2.35818,1.04767,0.56303,2.3688,0.70672,0.57653,19.53662,0.70852,0.66954,2.92906,0.66564,0.70544,2.45687
314,1.00904,0.66657,2.4891,1.00211,0.67803,2.39387,7.79793,16.27156,2.41509,0.97424,0.50772,2.38362,1.01936,0.51032,2.42696,0.6581,0.55907,17.44094,0.66619,0.69637,3.01235,0.72924,0.61566,2.57893
315,1.01758,0.67161,2.45701,0.98226,0.66839,2.36057,4.8082,8.68213,2.26653,1.02853,0.56098,2.28417,1.04553,0.58605,2.27564,0.76207,0.57404,18.85141,0.74527,0.68753,2.91296,0.72478,0.61142,2.26697
316,0.97774,0.69365,2.44776,1.01102,0.65967,2.36,8.17472,5.18017,2.26982,0.97647,0.52692,2.30331,1.06877,0.52241,2.33585,0.68161,0.54983,23.44323,0.74357,0.72044,2.9131,0.71556,0.60754,2.39018
317,0.96658,0.64985,2.46538,0.95615,0.63902,2.45796,8.12237,10.09831,2.40758,1.03437,0.53205,2.37809,1.04169,0.56314,2.40415,0.70439,0.56208,20.82889,0.76104,0.69714,3.04599,0.72559,0.55121,2.50062
318,1.01712,0.68247,2.48104,0.9999,0.6897,2.37758,2.77759,9.74952,2.34581,0.99544,0.55532,2.37416,1.00569,0.53336,2.39384,0.67872,0.5418,20.90923,0.72649,0.63306,2.90483,0.75569,0.52348,2.59261
319,1.04672,0.65117,2.47707,0.96711,0.63468,2.38452,7.9956,1.72745,2.36794,0.96883,0.52461,2.31997,1.04117,0.49914,2.37728,0.66286,0.50454,22.3842,0.71657,0.62644,3.00162,0.72505,0.6066,2.57714
320,0.96738,0.6838,2.46628,1.00134,0.6819,2.35749,9.5945,9.43271,2.31689,0.94881,0.63133,2.32071,1.06178,0.63563,2.35198,0.65357,0.67206,21.78322,0.66081,0.71043,2.95203,0.66053,0.78461,2.35763
321,1.02757,0.64391,2.46663,0.99474,0.62826,2.45732,2.59367,13.18526,2.40482,1.05054,0.52324,2.40332,1.01028,0.56041,2.41884,0.71657,0.60004,24.06379,0.71643,0.61702,2.97863,0.7116,0.56575,2.47554
322,0.96783,0.66508,2.47643,0.95602,0.65204,2.3661,6.71095,9.91522,2.37057,0.93575,0.56596,2.43805,0.99451,0.56331,2.44264,0.62047,0.58916,19.29634,0.65557,0.67257,2.88984,0.63939,0.60991,2.54345
323,0.92452,0.67935,2.47008,0.92786,0.65883,2.39545,14.42313,2.63138,2.3856,0.89604,0.55828,2.30292,1.05214,0.54042,2.40612,0.62295,0.57412,19.1756,0.68524,0.70936,2.94557,0.65799,0.76959,2.60008
324,0.99138,0.68112,2.47888,1.04316,0.65682,2.39552,9.72914,12.22922,2.36866,1.01094,0.57718,2.35798,1.01775,0.55921,2.39115,0.75957,0.57329,18.93986,0.73307,0.69473,2.82784,0.71182,0.70096,2.43682
325,1.02212,0.68622,2.46853,0.99119,0.6808,2.34363,6.83186,14.74979,2.34615,0.98454,0.54323,2.40426,1.04228,0.52982,2.32482,0.74519,0.5952,23.58453,0.74552,0.60967,2.8098,0.77182,0.68071,2.50246
326,1.00098,0.64418,2.478,0.95361,0.64664,2.43586,3.04087,14.25376,2.40156,0.96377,0.58045,2.39538,1.04885,0.57473,2.36697,0.70222,0.58771,22.05402,0.75882,0.64133,2.98114,0.78976,0.56628,2.442
327,0.98713,0.65936,2.4548,1.01777,0.65198,2.35909,8.82351,6.79577,2.30134,0.98002,0.57842,2.31974,1.0428,0.53348,2.34205,0.89129,0.58929,21.5927,0.88292,0.67293,2.59818,0.89609,0.73851,2.41992
328,1.04228,0.67885,2.46714,1.03172,0.67646,2.42215,3.94153,9.58662,2.42169,1.00413,0.55766,2.37895,1.02512,0.56603,2.39756,0.75194,0.55984,19.81595,0.77229,0.60169,3.04882,0.74674,0.61568,2.54082
329,0.98661,0.64623,2.45899,0.96782,0.62986,2.41148,5.27057,15.9856,2.40566,0.92651,0.55211,2.33824,1.02393,0.53635,2.43859,0.55676,0.56452,21.92118,0.61487,0.65553,2.99089,0.53205,0.61009,2.42655
330,0.97371,0.65924,2.45876,0.912,0.64854,2.37256,8.48406,14.33394,2.39089,0.96412,0.57844,2.39461,1.02968,0.5602,2.47467,0.56346,0.58006,24.38286,0.60392,0.74025,2.77985,0.6191,0.59286,2.51972
331,0.99302,0.66326,2.49373,0.99995,0.65119,2.38832,6.93897,3.38994,2.33571,0.92796,0.53088,2.43675,1.02379,0.53885,2.45818,0.77601,0.60013,20.6111,0.8173,0.62166,3.21074,0.84942,0.53996,2.51553
332,0.99046,0.66982,2.45892,0.96734,0.63986,2.29409,3.01842,7.78917,2.29574,0.89215,0.45296,2.3073,0.9859,0.46202,2.27155,0.63511,0.48458,23.74858,0.64113,0.60754,2.6182,0.63614,0.61105,2.39396
333,0.96625,0.68006,2.47039,1.01208,0.662,2.41422,10.3707,12.48409,2.31806,0.94456,0.58688,2.3006,1.04034,0.573,2.37659,0.70835,0.54815,21.40002,0.78814,0.69492,2.86436,0.7657,0.63805,2.44142
334,1.04974,0.67956,2.47804,1.03791,0.6781,2.34316,9.75462,4.63165,2.31283,1.00482,0.56291,2.34849,1.07807,0.58786,2.37335,0.72003,0.60485,29.39902,0.77084,0.72764,2.81755,0.73548,0.68874,2.50582
335,1.05216,0.64609,2.4559,1.01789,0.63866,2.35214,4.0125,4.31684,2.29609,0.98463,0.54233,2.24367,1.01492,0.52227,2.29928,0.60638,0.55538,34.44398,0.63794,0.53313,2.9374,0.64531,0.59226,2.3203
