model,n_params,d_model,layer,task,pca_dims,lambda,centroid_margin
Qwen3-8B-Base,8.0,4096,12,gender,256,1.0,0.067605
Qwen3-8B-Base,8.0,4096,12,gender,512,1.0,0.091349
Qwen3-8B-Base,8.0,4096,16,age_bin,4096,1.0,0.108474
Qwen3-8B-Base,8.0,4096,16,age_bin,32,1.0,-0.024576
Qwen3-8B-Base,8.0,4096,16,age_bin,64,1.0,-0.009474
Qwen3-8B-Base,8.0,4096,16,age_bin,128,1.0,0.003149
Qwen3-8B-Base,8.0,4096,16,age_bin,256,1.0,0.019092
Qwen3-8B-Base,8.0,4096,16,age_bin,512,1.0,0.035314
Qwen3-8B-Base,8.0,4096,16,gender,4096,1.0,0.146225
Qwen3-8B-Base,8.0,4096,16,gender,32,1.0,0.031978
Qwen3-8B-Base,8.0,4096,16,gender,64,1.0,0.038658
Qwen3-8B-Base,8.0,4096,16,gender,128,1.0,0.050104
Qwen3-8B-Base,8.0,4096,16,gender,256,1.0,0.065688
Qwen3-8B-Base,8.0,4096,16,gender,512,1.0,0.08195
Qwen3-8B-Base,8.0,4096,20,age_bin,4096,1.0,0.157386
Qwen3-8B-Base,8.0,4096,20,age_bin,32,1.0,-0.006641
Qwen3-8B-Base,8.0,4096,20,age_bin,64,1.0,0.008906
Qwen3-8B-Base,8.0,4096,20,age_bin,128,1.0,0.026498
Qwen3-8B-Base,8.0,4096,20,age_bin,256,1.0,0.044775
Qwen3-8B-Base,8.0,4096,20,age_bin,512,1.0,0.060487
Qwen3-8B-Base,8.0,4096,20,gender,4096,1.0,0.17338
Qwen3-8B-Base,8.0,4096,20,gender,32,1.0,0.030137
Qwen3-8B-Base,8.0,4096,20,gender,64,1.0,0.042738
Qwen3-8B-Base,8.0,4096,20,gender,128,1.0,0.053793
Qwen3-8B-Base,8.0,4096,20,gender,256,1.0,0.075908
Qwen3-8B-Base,8.0,4096,20,gender,512,1.0,0.095206
Qwen3-8B-Base,8.0,4096,24,age_bin,4096,1.0,0.153475
Qwen3-8B-Base,8.0,4096,24,age_bin,32,1.0,-0.004909
Qwen3-8B-Base,8.0,4096,24,age_bin,64,1.0,0.008593
Qwen3-8B-Base,8.0,4096,24,age_bin,128,1.0,0.027426
Qwen3-8B-Base,8.0,4096,24,age_bin,256,1.0,0.044707
Qwen3-8B-Base,8.0,4096,24,age_bin,512,1.0,0.059308
Qwen3-8B-Base,8.0,4096,24,gender,4096,1.0,0.181621
Qwen3-8B-Base,8.0,4096,24,gender,32,1.0,0.033532
Qwen3-8B-Base,8.0,4096,24,gender,64,1.0,0.045616
Qwen3-8B-Base,8.0,4096,24,gender,128,1.0,0.058648
Qwen3-8B-Base,8.0,4096,24,gender,256,1.0,0.081858
Qwen3-8B-Base,8.0,4096,24,gender,512,1.0,0.100487
Qwen3-8B-Base,8.0,4096,28,age_bin,4096,1.0,0.179406
Qwen3-8B-Base,8.0,4096,28,age_bin,32,1.0,0.010743
Qwen3-8B-Base,8.0,4096,28,age_bin,64,1.0,0.029777
Qwen3-8B-Base,8.0,4096,28,age_bin,128,1.0,0.047412
Qwen3-8B-Base,8.0,4096,28,age_bin,256,1.0,0.061858
Qwen3-8B-Base,8.0,4096,28,age_bin,512,1.0,0.072046
Qwen3-8B-Base,8.0,4096,28,gender,4096,1.0,0.205788
Qwen3-8B-Base,8.0,4096,28,gender,32,1.0,0.049457
Qwen3-8B-Base,8.0,4096,28,gender,64,1.0,0.065737
Qwen3-8B-Base,8.0,4096,28,gender,128,1.0,0.08248
Qwen3-8B-Base,8.0,4096,28,gender,256,1.0,0.099716
Qwen3-8B-Base,8.0,4096,28,gender,512,1.0,0.11175
Qwen3-8B-Base,8.0,4096,32,age_bin,4096,1.0,0.182617
Qwen3-8B-Base,8.0,4096,32,age_bin,32,1.0,0.013329
Qwen3-8B-Base,8.0,4096,32,age_bin,64,1.0,0.040305
Qwen3-8B-Base,8.0,4096,32,age_bin,128,1.0,0.053233
Qwen3-8B-Base,8.0,4096,32,age_bin,256,1.0,0.064915
Qwen3-8B-Base,8.0,4096,32,age_bin,512,1.0,0.073535
Qwen3-8B-Base,8.0,4096,32,gender,4096,1.0,0.200845
Qwen3-8B-Base,8.0,4096,32,gender,32,1.0,0.054413
Qwen3-8B-Base,8.0,4096,32,gender,64,1.0,0.068469
Qwen3-8B-Base,8.0,4096,32,gender,128,1.0,0.08376
Qwen3-8B-Base,8.0,4096,32,gender,256,1.0,0.09603
Qwen3-8B-Base,8.0,4096,32,gender,512,1.0,0.109356
Qwen3-8B-Base,8.0,4096,36,age_bin,4096,1.0,0.178861
Qwen3-8B-Base,8.0,4096,36,age_bin,32,1.0,0.001564
Qwen3-8B-Base,8.0,4096,36,age_bin,64,1.0,0.033073
Qwen3-8B-Base,8.0,4096,36,age_bin,128,1.0,0.053429
Qwen3-8B-Base,8.0,4096,36,age_bin,256,1.0,0.065986
Qwen3-8B-Base,8.0,4096,36,age_bin,512,1.0,0.076028
Qwen3-8B-Base,8.0,4096,36,gender,4096,1.0,0.200623
Qwen3-8B-Base,8.0,4096,36,gender,32,1.0,0.053966
Qwen3-8B-Base,8.0,4096,36,gender,64,1.0,0.070481
Qwen3-8B-Base,8.0,4096,36,gender,128,1.0,0.086494
Qwen3-8B-Base,8.0,4096,36,gender,256,1.0,0.098601
Qwen3-8B-Base,8.0,4096,36,gender,512,1.0,0.109126
Qwen3-8B-Base,8.0,4096,4,age_bin,4096,1.0,0.055673
Qwen3-8B-Base,8.0,4096,4,age_bin,32,1.0,-0.037713
Qwen3-8B-Base,8.0,4096,4,age_bin,64,1.0,-0.025663
Qwen3-8B-Base,8.0,4096,4,age_bin,128,1.0,-0.017736
Qwen3-8B-Base,8.0,4096,4,age_bin,256,1.0,-0.011147
Qwen3-8B-Base,8.0,4096,4,age_bin,512,1.0,-0.001557
Qwen3-8B-Base,8.0,4096,4,gender,4096,1.0,0.095026
Qwen3-8B-Base,8.0,4096,4,gender,32,1.0,0.008722
Qwen3-8B-Base,8.0,4096,4,gender,64,1.0,0.016718
Qwen3-8B-Base,8.0,4096,4,gender,128,1.0,0.024418
Qwen3-8B-Base,8.0,4096,4,gender,256,1.0,0.034799
Qwen3-8B-Base,8.0,4096,4,gender,512,1.0,0.04591
Qwen3-8B-Base,8.0,4096,8,age_bin,4096,1.0,0.053999
Qwen3-8B-Base,8.0,4096,8,age_bin,32,1.0,-0.038272
Qwen3-8B-Base,8.0,4096,8,age_bin,64,1.0,-0.030148
Qwen3-8B-Base,8.0,4096,8,age_bin,128,1.0,-0.01771
Qwen3-8B-Base,8.0,4096,8,age_bin,256,1.0,-0.00718
Qwen3-8B-Base,8.0,4096,8,age_bin,512,1.0,0.004497
Qwen3-8B-Base,8.0,4096,8,gender,4096,1.0,0.086278
Qwen3-8B-Base,8.0,4096,8,gender,32,1.0,0.011752
Qwen3-8B-Base,8.0,4096,8,gender,64,1.0,0.018921
Qwen3-8B-Base,8.0,4096,8,gender,128,1.0,0.027849
Qwen3-8B-Base,8.0,4096,8,gender,256,1.0,0.038422
Qwen3-8B-Base,8.0,4096,8,gender,512,1.0,0.049268
gemma-3-12b-pt,12.0,3840,0,age_bin,3840,1.0,-0.035933
gemma-3-12b-pt,12.0,3840,0,age_bin,32,1.0,-0.047578
gemma-3-12b-pt,12.0,3840,0,age_bin,64,1.0,-0.04614
gemma-3-12b-pt,12.0,3840,0,age_bin,128,1.0,-0.044472
gemma-3-12b-pt,12.0,3840,0,age_bin,256,1.0,-0.042925
gemma-3-12b-pt,12.0,3840,0,age_bin,512,1.0,-0.041905
gemma-3-12b-pt,12.0,3840,0,gender,3840,1.0,0.011699
gemma-3-12b-pt,12.0,3840,0,gender,32,1.0,0.002165
gemma-3-12b-pt,12.0,3840,0,gender,64,1.0,0.003282
gemma-3-12b-pt,12.0,3840,0,gender,128,1.0,0.004563
gemma-3-12b-pt,12.0,3840,0,gender,256,1.0,0.005658
gemma-3-12b-pt,12.0,3840,0,gender,512,1.0,0.006329
gemma-3-12b-pt,12.0,3840,12,age_bin,3840,1.0,0.136288
gemma-3-12b-pt,12.0,3840,12,age_bin,32,1.0,-0.032837
gemma-3-12b-pt,12.0,3840,12,age_bin,64,1.0,-0.022641
gemma-3-12b-pt,12.0,3840,12,age_bin,128,1.0,-0.008509
gemma-3-12b-pt,12.0,3840,12,age_bin,256,1.0,0.012564
gemma-3-12b-pt,12.0,3840,12,age_bin,512,1.0,0.04092
gemma-3-12b-pt,12.0,3840,12,gender,3840,1.0,0.163193
gemma-3-12b-pt,12.0,3840,12,gender,32,1.0,0.01691
gemma-3-12b-pt,12.0,3840,12,gender,64,1.0,0.02593
gemma-3-12b-pt,12.0,3840,12,gender,128,1.0,0.033364
gemma-3-12b-pt,12.0,3840,12,gender,256,1.0,0.051831
gemma-3-12b-pt,12.0,3840,12,gender,512,1.0,0.086514
gemma-3-12b-pt,12.0,3840,16,age_bin,3840,1.0,0.116182
gemma-3-12b-pt,12.0,3840,16,age_bin,32,1.0,-0.023205
gemma-3-12b-pt,12.0,3840,16,age_bin,64,1.0,-0.008339
gemma-3-12b-pt,12.0,3840,16,age_bin,128,1.0,0.005948
gemma-3-12b-pt,12.0,3840,16,age_bin,256,1.0,0.022624
gemma-3-12b-pt,12.0,3840,16,age_bin,512,1.0,0.037408
gemma-3-12b-pt,12.0,3840,16,gender,3840,1.0,0.136924
gemma-3-12b-pt,12.0,3840,16,gender,32,1.0,0.033188
gemma-3-12b-pt,12.0,3840,16,gender,64,1.0,0.038109
gemma-3-12b-pt,12.0,3840,16,gender,128,1.0,0.048559
gemma-3-12b-pt,12.0,3840,16,gender,256,1.0,0.064342
gemma-3-12b-pt,12.0,3840,16,gender,512,1.0,0.079127
gemma-3-12b-pt,12.0,3840,20,age_bin,3840,1.0,0.183033
gemma-3-12b-pt,12.0,3840,20,age_bin,32,1.0,0.004457
gemma-3-12b-pt,12.0,3840,20,age_bin,64,1.0,0.023966
gemma-3-12b-pt,12.0,3840,20,age_bin,128,1.0,0.045066
gemma-3-12b-pt,12.0,3840,20,age_bin,256,1.0,0.060312
gemma-3-12b-pt,12.0,3840,20,age_bin,512,1.0,0.073161
gemma-3-12b-pt,12.0,3840,20,gender,3840,1.0,0.211414
gemma-3-12b-pt,12.0,3840,20,gender,32,1.0,0.03877
gemma-3-12b-pt,12.0,3840,20,gender,64,1.0,0.058499
gemma-3-12b-pt,12.0,3840,20,gender,128,1.0,0.078001
gemma-3-12b-pt,12.0,3840,20,gender,256,1.0,0.105703
gemma-3-12b-pt,12.0,3840,20,gender,512,1.0,0.117668
gemma-3-12b-pt,12.0,3840,24,age_bin,3840,1.0,0.22429
gemma-3-12b-pt,12.0,3840,24,age_bin,32,1.0,0.022008
gemma-3-12b-pt,12.0,3840,24,age_bin,64,1.0,0.051542
gemma-3-12b-pt,12.0,3840,24,age_bin,128,1.0,0.068182
gemma-3-12b-pt,12.0,3840,24,age_bin,256,1.0,0.084382
gemma-3-12b-pt,12.0,3840,24,age_bin,512,1.0,0.097167
gemma-3-12b-pt,12.0,3840,24,gender,3840,1.0,0.271735
gemma-3-12b-pt,12.0,3840,24,gender,32,1.0,0.045957
gemma-3-12b-pt,12.0,3840,24,gender,64,1.0,0.074581
gemma-3-12b-pt,12.0,3840,24,gender,128,1.0,0.127161
gemma-3-12b-pt,12.0,3840,24,gender,256,1.0,0.145886
gemma-3-12b-pt,12.0,3840,24,gender,512,1.0,0.154442
gemma-3-12b-pt,12.0,3840,28,age_bin,3840,1.0,0.221606
gemma-3-12b-pt,12.0,3840,28,age_bin,32,1.0,0.021943
gemma-3-12b-pt,12.0,3840,28,age_bin,64,1.0,0.048617
gemma-3-12b-pt,12.0,3840,28,age_bin,128,1.0,0.067251
gemma-3-12b-pt,12.0,3840,28,age_bin,256,1.0,0.085329
gemma-3-12b-pt,12.0,3840,28,age_bin,512,1.0,0.097398
gemma-3-12b-pt,12.0,3840,28,gender,3840,1.0,0.251092
gemma-3-12b-pt,12.0,3840,28,gender,32,1.0,0.044119
gemma-3-12b-pt,12.0,3840,28,gender,64,1.0,0.072715
gemma-3-12b-pt,12.0,3840,28,gender,128,1.0,0.107906
gemma-3-12b-pt,12.0,3840,28,gender,256,1.0,0.135494
gemma-3-12b-pt,12.0,3840,28,gender,512,1.0,0.146352
gemma-3-12b-pt,12.0,3840,32,age_bin,3840,1.0,0.211863
gemma-3-12b-pt,12.0,3840,32,age_bin,32,1.0,0.022579
gemma-3-12b-pt,12.0,3840,32,age_bin,64,1.0,0.043833
gemma-3-12b-pt,12.0,3840,32,age_bin,128,1.0,0.060758
gemma-3-12b-pt,12.0,3840,32,age_bin,256,1.0,0.080885
gemma-3-12b-pt,12.0,3840,32,age_bin,512,1.0,0.092899
gemma-3-12b-pt,12.0,3840,32,gender,3840,1.0,0.230831
gemma-3-12b-pt,12.0,3840,32,gender,32,1.0,0.044923
gemma-3-12b-pt,12.0,3840,32,gender,64,1.0,0.067667
gemma-3-12b-pt,12.0,3840,32,gender,128,1.0,0.093892
gemma-3-12b-pt,12.0,3840,32,gender,256,1.0,0.118639
gemma-3-12b-pt,12.0,3840,32,gender,512,1.0,0.1321
gemma-3-12b-pt,12.0,3840,36,age_bin,3840,1.0,0.208464
gemma-3-12b-pt,12.0,3840,36,age_bin,32,1.0,0.024149
gemma-3-12b-pt,12.0,3840,36,age_bin,64,1.0,0.040795
gemma-3-12b-pt,12.0,3840,36,age_bin,128,1.0,0.057683
gemma-3-12b-pt,12.0,3840,36,age_bin,256,1.0,0.076661
gemma-3-12b-pt,12.0,3840,36,age_bin,512,1.0,0.088705
gemma-3-12b-pt,12.0,3840,36,gender,3840,1.0,0.227387
gemma-3-12b-pt,12.0,3840,36,gender,32,1.0,0.042853
gemma-3-12b-pt,12.0,3840,36,gender,64,1.0,0.063528
gemma-3-12b-pt,12.0,3840,36,gender,128,1.0,0.084939
gemma-3-12b-pt,12.0,3840,36,gender,256,1.0,0.112663
gemma-3-12b-pt,12.0,3840,36,gender,512,1.0,0.128182
gemma-3-12b-pt,12.0,3840,40,age_bin,3840,1.0,0.213167
gemma-3-12b-pt,12.0,3840,40,age_bin,32,1.0,0.020584
gemma-3-12b-pt,12.0,3840,40,age_bin,64,1.0,0.046334
gemma-3-12b-pt,12.0,3840,40,age_bin,128,1.0,0.064393
gemma-3-12b-pt,12.0,3840,40,age_bin,256,1.0,0.077493
gemma-3-12b-pt,12.0,3840,40,age_bin,512,1.0,0.089088
gemma-3-12b-pt,12.0,3840,40,gender,3840,1.0,0.231313
gemma-3-12b-pt,12.0,3840,40,gender,32,1.0,0.047856
gemma-3-12b-pt,12.0,3840,40,gender,64,1.0,0.071114
gemma-3-12b-pt,12.0,3840,40,gender,128,1.0,0.090735
gemma-3-12b-pt,12.0,3840,40,gender,256,1.0,0.114377
gemma-3-12b-pt,12.0,3840,40,gender,512,1.0,0.127526
gemma-3-12b-pt,12.0,3840,44,age_bin,3840,1.0,0.223937
gemma-3-12b-pt,12.0,3840,44,age_bin,32,1.0,0.024434
gemma-3-12b-pt,12.0,3840,44,age_bin,64,1.0,0.052343
gemma-3-12b-pt,12.0,3840,44,age_bin,128,1.0,0.06915
gemma-3-12b-pt,12.0,3840,44,age_bin,256,1.0,0.082106
gemma-3-12b-pt,12.0,3840,44,age_bin,512,1.0,0.094026
gemma-3-12b-pt,12.0,3840,44,gender,3840,1.0,0.234944
gemma-3-12b-pt,12.0,3840,44,gender,32,1.0,0.044444
gemma-3-12b-pt,12.0,3840,44,gender,64,1.0,0.072047
gemma-3-12b-pt,12.0,3840,44,gender,128,1.0,0.095229
gemma-3-12b-pt,12.0,3840,44,gender,256,1.0,0.113512
gemma-3-12b-pt,12.0,3840,44,gender,512,1.0,0.126663
gemma-3-12b-pt,12.0,3840,48,age_bin,3840,1.0,0.229158
gemma-3-12b-pt,12.0,3840,48,age_bin,32,1.0,0.015476
gemma-3-12b-pt,12.0,3840,48,age_bin,64,1.0,0.045722
gemma-3-12b-pt,12.0,3840,48,age_bin,128,1.0,0.067424
gemma-3-12b-pt,12.0,3840,48,age_bin,256,1.0,0.083825
gemma-3-12b-pt,12.0,3840,48,age_bin,512,1.0,0.096783
gemma-3-12b-pt,12.0,3840,48,gender,3840,1.0,0.240963
gemma-3-12b-pt,12.0,3840,48,gender,32,1.0,0.057154
gemma-3-12b-pt,12.0,3840,48,gender,64,1.0,0.082843
gemma-3-12b-pt,12.0,3840,48,gender,128,1.0,0.098679
gemma-3-12b-pt,12.0,3840,48,gender,256,1.0,0.113254
gemma-3-12b-pt,12.0,3840,48,gender,512,1.0,0.128276
gemma-3-12b-pt,12.0,3840,4,age_bin,3840,1.0,0.026731
gemma-3-12b-pt,12.0,3840,4,age_bin,32,1.0,-0.043175
gemma-3-12b-pt,12.0,3840,4,age_bin,64,1.0,-0.041966
gemma-3-12b-pt,12.0,3840,4,age_bin,128,1.0,-0.039986
gemma-3-12b-pt,12.0,3840,4,age_bin,256,1.0,-0.01977
gemma-3-12b-pt,12.0,3840,4,age_bin,512,1.0,-0.006727
gemma-3-12b-pt,12.0,3840,4,gender,3840,1.0,0.072236
gemma-3-12b-pt,12.0,3840,4,gender,32,1.0,0.005325
gemma-3-12b-pt,12.0,3840,4,gender,64,1.0,0.006375
gemma-3-12b-pt,12.0,3840,4,gender,128,1.0,0.008336
gemma-3-12b-pt,12.0,3840,4,gender,256,1.0,0.026129
gemma-3-12b-pt,12.0,3840,4,gender,512,1.0,0.041229
gemma-3-12b-pt,12.0,3840,8,age_bin,3840,1.0,0.109564
gemma-3-12b-pt,12.0,3840,8,age_bin,32,1.0,-0.040959
gemma-3-12b-pt,12.0,3840,8,age_bin,64,1.0,-0.039614
gemma-3-12b-pt,12.0,3840,8,age_bin,128,1.0,-0.034171
gemma-3-12b-pt,12.0,3840,8,age_bin,256,1.0,0.006574
gemma-3-12b-pt,12.0,3840,8,age_bin,512,1.0,0.033578
gemma-3-12b-pt,12.0,3840,8,gender,3840,1.0,0.137859
gemma-3-12b-pt,12.0,3840,8,gender,32,1.0,0.00726
gemma-3-12b-pt,12.0,3840,8,gender,64,1.0,0.008847
gemma-3-12b-pt,12.0,3840,8,gender,128,1.0,0.012016
gemma-3-12b-pt,12.0,3840,8,gender,256,1.0,0.043595
gemma-3-12b-pt,12.0,3840,8,gender,512,1.0,0.075062
gemma-3-1b-pt,1.0,1152,0,age_bin,1152,1.0,-0.038849
gemma-3-1b-pt,1.0,1152,0,age_bin,32,1.0,-0.048252
gemma-3-1b-pt,1.0,1152,0,age_bin,64,1.0,-0.046066
gemma-3-1b-pt,1.0,1152,0,age_bin,128,1.0,-0.044448
gemma-3-1b-pt,1.0,1152,0,age_bin,256,1.0,-0.043067
gemma-3-1b-pt,1.0,1152,0,age_bin,512,1.0,-0.041998
gemma-3-1b-pt,1.0,1152,0,gender,1152,1.0,0.009284
gemma-3-1b-pt,1.0,1152,0,gender,32,1.0,0.001958
gemma-3-1b-pt,1.0,1152,0,gender,64,1.0,0.003195
gemma-3-1b-pt,1.0,1152,0,gender,128,1.0,0.004574
gemma-3-1b-pt,1.0,1152,0,gender,256,1.0,0.00562
gemma-3-1b-pt,1.0,1152,0,gender,512,1.0,0.006339
gemma-3-1b-pt,1.0,1152,12,age_bin,1152,1.0,0.099727
gemma-3-1b-pt,1.0,1152,12,age_bin,32,1.0,0.000292
gemma-3-1b-pt,1.0,1152,12,age_bin,64,1.0,0.015027
gemma-3-1b-pt,1.0,1152,12,age_bin,128,1.0,0.027591
gemma-3-1b-pt,1.0,1152,12,age_bin,256,1.0,0.03737
gemma-3-1b-pt,1.0,1152,12,age_bin,512,1.0,0.046275
gemma-3-1b-pt,1.0,1152,12,gender,1152,1.0,0.130823
gemma-3-1b-pt,1.0,1152,12,gender,32,1.0,0.027995
gemma-3-1b-pt,1.0,1152,12,gender,64,1.0,0.04278
gemma-3-1b-pt,1.0,1152,12,gender,128,1.0,0.065182
gemma-3-1b-pt,1.0,1152,12,gender,256,1.0,0.083892
gemma-3-1b-pt,1.0,1152,12,gender,512,1.0,0.095332
gemma-3-1b-pt,1.0,1152,16,age_bin,1152,1.0,0.097578
gemma-3-1b-pt,1.0,1152,16,age_bin,32,1.0,0.002765
gemma-3-1b-pt,1.0,1152,16,age_bin,64,1.0,0.015575
gemma-3-1b-pt,1.0,1152,16,age_bin,128,1.0,0.026702
gemma-3-1b-pt,1.0,1152,16,age_bin,256,1.0,0.036648
gemma-3-1b-pt,1.0,1152,16,age_bin,512,1.0,0.045811
gemma-3-1b-pt,1.0,1152,16,gender,1152,1.0,0.131011
gemma-3-1b-pt,1.0,1152,16,gender,32,1.0,0.036295
gemma-3-1b-pt,1.0,1152,16,gender,64,1.0,0.047834
gemma-3-1b-pt,1.0,1152,16,gender,128,1.0,0.064282
gemma-3-1b-pt,1.0,1152,16,gender,256,1.0,0.079642
gemma-3-1b-pt,1.0,1152,16,gender,512,1.0,0.088675
gemma-3-1b-pt,1.0,1152,20,age_bin,1152,1.0,0.078282
gemma-3-1b-pt,1.0,1152,20,age_bin,32,1.0,-0.013904
gemma-3-1b-pt,1.0,1152,20,age_bin,64,1.0,-0.003345
gemma-3-1b-pt,1.0,1152,20,age_bin,128,1.0,0.008978
gemma-3-1b-pt,1.0,1152,20,age_bin,256,1.0,0.020536
gemma-3-1b-pt,1.0,1152,20,age_bin,512,1.0,0.031461
gemma-3-1b-pt,1.0,1152,20,gender,1152,1.0,0.106017
gemma-3-1b-pt,1.0,1152,20,gender,32,1.0,0.0258
gemma-3-1b-pt,1.0,1152,20,gender,64,1.0,0.0345
gemma-3-1b-pt,1.0,1152,20,gender,128,1.0,0.043057
gemma-3-1b-pt,1.0,1152,20,gender,256,1.0,0.055218
gemma-3-1b-pt,1.0,1152,20,gender,512,1.0,0.065281
gemma-3-1b-pt,1.0,1152,24,age_bin,1152,1.0,0.099655
gemma-3-1b-pt,1.0,1152,24,age_bin,32,1.0,-0.003436
gemma-3-1b-pt,1.0,1152,24,age_bin,64,1.0,0.009324
gemma-3-1b-pt,1.0,1152,24,age_bin,128,1.0,0.01926
gemma-3-1b-pt,1.0,1152,24,age_bin,256,1.0,0.028365
gemma-3-1b-pt,1.0,1152,24,age_bin,512,1.0,0.037936
gemma-3-1b-pt,1.0,1152,24,gender,1152,1.0,0.12571
gemma-3-1b-pt,1.0,1152,24,gender,32,1.0,0.035911
gemma-3-1b-pt,1.0,1152,24,gender,64,1.0,0.047662
gemma-3-1b-pt,1.0,1152,24,gender,128,1.0,0.056513
gemma-3-1b-pt,1.0,1152,24,gender,256,1.0,0.065976
gemma-3-1b-pt,1.0,1152,24,gender,512,1.0,0.073281
gemma-3-1b-pt,1.0,1152,26,age_bin,1152,1.0,0.108944
gemma-3-1b-pt,1.0,1152,26,age_bin,32,1.0,0.001353
gemma-3-1b-pt,1.0,1152,26,age_bin,64,1.0,0.022457
gemma-3-1b-pt,1.0,1152,26,age_bin,128,1.0,0.03375
gemma-3-1b-pt,1.0,1152,26,age_bin,256,1.0,0.041897
gemma-3-1b-pt,1.0,1152,26,age_bin,512,1.0,0.050028
gemma-3-1b-pt,1.0,1152,26,gender,1152,1.0,0.137944
gemma-3-1b-pt,1.0,1152,26,gender,32,1.0,0.048258
gemma-3-1b-pt,1.0,1152,26,gender,64,1.0,0.063255
gemma-3-1b-pt,1.0,1152,26,gender,128,1.0,0.073051
gemma-3-1b-pt,1.0,1152,26,gender,256,1.0,0.079441
gemma-3-1b-pt,1.0,1152,26,gender,512,1.0,0.086895
gemma-3-1b-pt,1.0,1152,4,age_bin,1152,1.0,-0.00791
gemma-3-1b-pt,1.0,1152,4,age_bin,32,1.0,-0.04284
gemma-3-1b-pt,1.0,1152,4,age_bin,64,1.0,-0.041347
gemma-3-1b-pt,1.0,1152,4,age_bin,128,1.0,-0.038568
gemma-3-1b-pt,1.0,1152,4,age_bin,256,1.0,-0.028682
gemma-3-1b-pt,1.0,1152,4,age_bin,512,1.0,-0.019726
gemma-3-1b-pt,1.0,1152,4,gender,1152,1.0,0.039566
gemma-3-1b-pt,1.0,1152,4,gender,32,1.0,0.005857
gemma-3-1b-pt,1.0,1152,4,gender,64,1.0,0.007127
gemma-3-1b-pt,1.0,1152,4,gender,128,1.0,0.009029
gemma-3-1b-pt,1.0,1152,4,gender,256,1.0,0.019104
gemma-3-1b-pt,1.0,1152,4,gender,512,1.0,0.02759
gemma-3-1b-pt,1.0,1152,8,age_bin,1152,1.0,0.020907
gemma-3-1b-pt,1.0,1152,8,age_bin,32,1.0,-0.039344
gemma-3-1b-pt,1.0,1152,8,age_bin,64,1.0,-0.035444
gemma-3-1b-pt,1.0,1152,8,age_bin,128,1.0,-0.029914
gemma-3-1b-pt,1.0,1152,8,age_bin,256,1.0,-0.016594
gemma-3-1b-pt,1.0,1152,8,age_bin,512,1.0,0.000339
gemma-3-1b-pt,1.0,1152,8,gender,1152,1.0,0.064574
gemma-3-1b-pt,1.0,1152,8,gender,32,1.0,0.009633
gemma-3-1b-pt,1.0,1152,8,gender,64,1.0,0.013586
gemma-3-1b-pt,1.0,1152,8,gender,128,1.0,0.018023
gemma-3-1b-pt,1.0,1152,8,gender,256,1.0,0.030672
gemma-3-1b-pt,1.0,1152,8,gender,512,1.0,0.044973
gemma-3-270m,0.27,640,0,age_bin,640,1.0,-0.040078
gemma-3-270m,0.27,640,0,age_bin,32,1.0,-0.048288
gemma-3-270m,0.27,640,0,age_bin,64,1.0,-0.04592
gemma-3-270m,0.27,640,0,age_bin,128,1.0,-0.044504
gemma-3-270m,0.27,640,0,age_bin,256,1.0,-0.043243
gemma-3-270m,0.27,640,0,age_bin,512,1.0,-0.042269
gemma-3-270m,0.27,640,0,gender,640,1.0,0.008285
gemma-3-270m,0.27,640,0,gender,32,1.0,0.002036
gemma-3-270m,0.27,640,0,gender,64,1.0,0.003594
gemma-3-270m,0.27,640,0,gender,128,1.0,0.004537
gemma-3-270m,0.27,640,0,gender,256,1.0,0.005473
gemma-3-270m,0.27,640,0,gender,512,1.0,0.006307
gemma-3-270m,0.27,640,12,age_bin,640,1.0,0.018634
gemma-3-270m,0.27,640,12,age_bin,32,1.0,-0.034481
gemma-3-270m,0.27,640,12,age_bin,64,1.0,-0.030541
gemma-3-270m,0.27,640,12,age_bin,128,1.0,-0.026258
gemma-3-270m,0.27,640,12,age_bin,256,1.0,-0.014427
gemma-3-270m,0.27,640,12,age_bin,512,1.0,0.002261
gemma-3-270m,0.27,640,12,gender,640,1.0,0.06165
gemma-3-270m,0.27,640,12,gender,32,1.0,0.012285
gemma-3-270m,0.27,640,12,gender,64,1.0,0.016407
gemma-3-270m,0.27,640,12,gender,128,1.0,0.021561
gemma-3-270m,0.27,640,12,gender,256,1.0,0.030585
gemma-3-270m,0.27,640,12,gender,512,1.0,0.043589
gemma-3-270m,0.27,640,16,age_bin,640,1.0,0.051212
gemma-3-270m,0.27,640,16,age_bin,32,1.0,-0.016859
gemma-3-270m,0.27,640,16,age_bin,64,1.0,-0.011429
gemma-3-270m,0.27,640,16,age_bin,128,1.0,-0.004303
gemma-3-270m,0.27,640,16,age_bin,256,1.0,0.005605
gemma-3-270m,0.27,640,16,age_bin,512,1.0,0.017099
gemma-3-270m,0.27,640,16,gender,640,1.0,0.093584
gemma-3-270m,0.27,640,16,gender,32,1.0,0.031022
gemma-3-270m,0.27,640,16,gender,64,1.0,0.034345
gemma-3-270m,0.27,640,16,gender,128,1.0,0.040849
gemma-3-270m,0.27,640,16,gender,256,1.0,0.049637
gemma-3-270m,0.27,640,16,gender,512,1.0,0.059692
gemma-3-270m,0.27,640,18,age_bin,640,1.0,0.06146
gemma-3-270m,0.27,640,18,age_bin,32,1.0,-0.00834
